gvkey,fs_month
8345,A-Dec
8346,A-Dec
8347,A-Dec
8348,A-Feb
8349,A-Mar
8350,A-Dec
8351,A-Dec
8358,A-Jun
8359,A-Feb
8364,A-Nov
8365,A-Jun
8367,A-Dec
8368,A-Dec
8369,A-Dec
8370,A-Dec
8371,A-Sep
8372,A-Nov
8373,A-Mar
8375,A-Feb
8376,A-Nov
8377,A-Jan
8378,A-Dec
8379,A-Dec
8380,A-Dec
8381,A-Sep
8382,A-Dec
8384,A-Dec
8386,A-Dec
8388,A-Oct
8389,A-Mar
8390,A-Jan
8394,A-Oct
8395,A-Mar
8396,A-Jun
8398,A-Jan
8399,A-Feb
8400,A-Jan
8402,A-May
8403,A-Dec
8404,A-Nov
8405,A-Feb
8407,A-Sep
8408,A-Mar
8409,A-Dec
8411,A-Aug
8412,A-Dec
8414,A-Dec
8415,A-Jul
8416,A-Dec
8417,A-Dec
8420,A-Mar
8422,A-Mar
8423,A-Jun
8424,A-Dec
8425,A-Sep
8427,A-Mar
8428,A-Sep
8429,A-Dec
8431,A-Dec
8434,A-Dec
8435,A-Dec
8438,A-Sep
8439,A-Jan
8440,A-Dec
8441,A-Dec
8443,A-Dec
8445,A-Jan
8446,A-Jan
8448,A-May
8449,A-Dec
8450,A-Dec
8451,A-Dec
8452,A-Dec
8453,A-Dec
8454,A-Dec
8455,A-Dec
8456,A-Dec
8458,A-Dec
8460,A-Nov
8461,A-Jul
8462,A-Dec
8463,A-Dec
8464,A-Dec
8465,A-Jun
8466,A-Dec
8468,A-Dec
8470,A-Sep
8473,A-Jun
8475,A-Jan
8476,A-Dec
8477,A-Dec
8479,A-Dec
8481,A-Dec
8482,A-Dec
8486,A-Dec
8487,A-Dec
8490,A-May
8492,A-Nov
8493,A-Dec
8495,A-Sep
8496,A-Oct
8497,A-Jun
8498,A-Sep
8501,A-Mar
8502,A-Dec
8503,A-Jan
8505,A-Jun
8507,A-Mar
8508,A-Dec
8510,A-Sep
8512,A-Dec
8513,A-Dec
8514,A-Dec
8516,A-Dec
8517,A-Oct
8518,A-Oct
8519,A-Dec
8521,A-Dec
8522,A-Apr
8523,A-Mar
8524,A-Dec
8525,A-Sep
8528,A-Dec
8529,A-Nov
8530,A-Dec
8533,A-Dec
8534,A-Jun
8535,A-Jan
8536,A-Dec
8537,A-Dec
8538,A-Dec
8539,A-Dec
8542,A-Dec
8543,A-Dec
8544,A-Dec
8545,A-Mar
8546,A-Dec
8547,A-Dec
8549,A-Dec
8551,A-Jan
8552,A-Jun
8553,A-Mar
8554,A-Dec
8556,A-Dec
8557,A-Jun
8558,A-Dec
8560,A-Dec
8561,A-Jun
8564,A-Sep
8565,A-Feb
8567,A-Jun
8569,A-Jun
8571,A-Jun
8572,A-Apr
8573,A-Jul
8575,A-Dec
8576,A-May
8578,A-Dec
8580,A-Mar
8583,A-Oct
8584,A-Dec
8588,A-Jun
8589,A-Dec
8592,A-Dec
8593,A-Dec
8595,A-Dec
8596,A-Aug
8597,A-Nov
8598,A-Jan
8599,A-Mar
8600,A-Nov
8602,A-Sep
8603,A-Dec
8606,A-Dec
8607,A-Dec
8608,A-Dec
8611,A-Dec
8612,A-Oct
8613,A-Sep
8615,A-Dec
8616,A-Dec
8617,A-Dec
8618,A-Dec
8620,A-Sep
8621,A-Mar
8622,A-Dec
8623,A-Aug
8624,A-Dec
8625,A-Dec
8626,A-Dec
8627,A-Dec
8629,A-Jun
8630,A-Sep
8631,A-Dec
8634,A-Aug
8635,A-Jun
8636,A-Sep
8637,A-Nov
8639,A-Jul
8641,A-Dec
8642,A-Dec
8643,A-Mar
8646,A-Dec
8647,A-Dec
8648,A-Nov
8650,A-Nov
8651,A-Sep
8653,A-Dec
8654,A-Apr
8655,A-Dec
8656,A-Dec
8657,A-Dec
8658,A-Dec
8659,A-Apr
8660,A-Jun
8662,A-Sep
8663,A-Dec
8664,A-Mar
8665,A-Jan
8666,A-Jan
8669,A-Dec
8670,A-Jun
8671,A-Dec
8674,A-Feb
8675,A-Dec
8679,A-Dec
8681,A-Dec
8682,A-Dec
8683,A-Dec
8684,A-Dec
8685,A-Feb
8686,A-Sep
8687,A-Jul
8689,A-Dec
8690,A-Dec
8691,A-Jun
8692,A-Dec
8693,A-Dec
8694,A-Dec
8695,A-Dec
8697,A-Jun
8698,A-Apr
8701,A-Dec
8702,A-Dec
8703,A-Jun
8704,A-Dec
8706,A-Oct
8707,A-Oct
8708,A-Dec
8709,A-Dec
8710,A-Aug
8711,A-Dec
8713,A-Aug
8714,A-Jun
8715,A-Sep
8716,A-Dec
8717,A-Mar
8718,A-Dec
8719,A-Jun
8722,A-Dec
8723,A-Apr
8724,A-Dec
8725,A-Jun
8726,A-May
8728,A-Sep
8730,A-Dec
8732,A-Jan
8737,A-Jan
8738,A-May
8740,A-Dec
8741,A-Dec
8743,A-Dec
8744,A-Jun
8745,A-Dec
8746,A-Aug
8748,A-Dec
8749,A-Dec
8751,A-Sep
8752,A-Dec
8753,A-Dec
8754,A-May
8756,A-Dec
8757,A-Dec
8759,A-Mar
8760,A-Jan
8762,A-Jun
8763,A-Dec
8764,A-May
8765,A-May
8766,A-Feb
8768,A-Jun
8769,A-Dec
8770,A-Sep
8771,A-Sep
8772,A-Feb
8774,A-Feb
8776,A-Feb
8777,A-Dec
8778,A-Jun
8779,A-Sep
8783,A-Jan
8784,A-Sep
8786,A-Sep
8787,A-Dec
8789,A-Dec
8790,A-Jun
8791,A-Sep
8794,A-Dec
8796,A-Dec
8798,A-Dec
8800,A-Dec
8801,A-Nov
8802,A-Dec
8803,A-Dec
8804,A-Dec
8805,A-Dec
8806,A-Dec
8807,A-Dec
8809,A-Dec
8810,A-Dec
8811,A-Dec
8812,A-Dec
8814,A-Jan
8815,A-Dec
8816,A-Dec
8817,A-Dec
8818,A-Dec
8819,A-Oct
8820,A-Dec
8821,A-Dec
8822,A-Sep
8823,A-Dec
8824,A-Dec
8825,A-Dec
8826,A-Aug
8827,A-Dec
8828,A-Jun
8832,A-Jan
8833,A-Dec
8834,A-Nov
8835,A-Jan
8837,A-Dec
8838,A-Dec
8840,A-Dec
8841,A-May
8842,A-Dec
8844,A-Jun
8845,A-Jun
8847,A-Sep
8850,A-Dec
8851,A-Dec
8853,A-Dec
8854,A-Nov
8856,A-Aug
8857,A-Dec
8858,A-Mar
8859,A-Oct
8860,A-Sep
8862,A-Mar
8863,A-Dec
8864,A-Sep
8866,A-Jul
8867,A-Mar
8868,A-Mar
8869,A-Dec
8872,A-Dec
8873,A-Dec
8874,A-Dec
8875,A-Dec
8876,A-May
8877,A-Feb
8878,A-Jun
8880,A-Dec
8881,A-Jun
8883,A-Dec
8884,A-Dec
8886,A-May
8887,A-Jul
8888,A-Jun
8889,A-Dec
8893,A-Dec
8894,A-Dec
8895,A-Jan
8896,A-Sep
8897,A-Dec
8898,A-Sep
8899,A-May
8900,A-Dec
8902,A-May
8905,A-Aug
8907,A-Dec
8908,A-Dec
8910,A-Sep
8911,A-Oct
8912,A-Sep
8914,A-Dec
8917,A-Jun
8918,A-Dec
8919,A-Jun
8921,A-Jun
8923,A-Dec
8924,A-Jul
8927,A-Sep
8932,A-Dec
8934,A-Sep
8935,A-Sep
8937,A-Dec
8938,A-Nov
8939,A-Mar
8940,A-Jun
8941,A-Dec
8942,A-Jun
8943,A-Sep
8946,A-Dec
8948,A-Dec
8949,A-Nov
8950,A-Jan
8953,A-Sep
8954,A-Sep
8955,A-Sep
8956,A-Dec
8957,A-Dec
8958,A-Jan
8959,A-Mar
8960,A-Jun
8962,A-Dec
8964,A-Dec
8965,A-Dec
8966,A-Dec
8967,A-Dec
8968,A-Dec
8970,A-Dec
8972,A-Dec
8973,A-Feb
8975,A-Dec
8976,A-Dec
8978,A-Nov
8979,A-Dec
8980,A-Dec
8981,A-Nov
8983,A-Oct
8984,A-Dec
8985,A-Apr
8986,A-Oct
8987,A-Jan
8989,A-Oct
8990,A-Dec
8992,A-Aug
8995,A-Aug
8997,A-Dec
8998,A-Jul
8999,A-Mar
9004,A-Dec
9005,A-Dec
9008,A-Dec
9009,A-Jun
9010,A-Jun
9012,A-Dec
9014,A-Mar
9016,A-Dec
9017,A-Dec
9019,A-Jun
9020,A-Dec
9021,A-Dec
9022,A-Dec
9023,A-Jun
9024,A-Dec
9025,A-Dec
9026,A-Jun
9027,A-Dec
9031,A-Jun
9034,A-Jan
9035,A-Dec
9036,A-Oct
9037,A-Dec
9038,A-Dec
9039,A-Nov
9043,A-Dec
9044,A-Oct
9045,A-Jun
9047,A-Dec
9048,A-Dec
9050,A-Dec
9051,A-Mar
9052,A-Mar
9054,A-Jun
9055,A-Dec
9056,A-Dec
9057,A-Jul
9058,A-Jun
9059,A-Dec
9061,A-Dec
9062,A-Oct
9064,A-Dec
9067,A-Dec
9068,A-Jun
9069,A-Oct
9071,A-Sep
9073,A-Dec
9074,A-Jun
9075,A-Apr
9076,A-Mar
9077,A-Dec
9080,A-Jun
9081,A-Nov
9082,A-Dec
9083,A-Sep
9085,A-Dec
9086,A-Dec
9087,A-Dec
9089,A-Dec
9090,A-Dec
9091,A-Oct
9092,A-Dec
9093,A-Jun
9094,A-Jan
9097,A-Dec
9098,A-Dec
9102,A-Dec
9103,A-Dec
9104,A-Dec
9105,A-Jul
9106,A-Dec
9108,A-Sep
9109,A-Mar
9110,A-Dec
9112,A-Sep
9113,A-Dec
9114,A-Dec
9115,A-Dec
9116,A-Sep
9117,A-Dec
9118,A-Feb
9119,A-Dec
9120,A-Dec
9121,A-Sep
9124,A-Dec
9125,A-May
9126,A-Jun
9129,A-Dec
9130,A-Dec
9134,A-Jun
9135,A-Mar
9136,A-Dec
9137,A-Dec
9140,A-Sep
9142,A-Dec
9143,A-Jun
9147,A-Dec
9148,A-Jan
9149,A-Dec
9150,A-Jul
9151,A-Feb
9152,A-Dec
9153,A-Dec
9154,A-Apr
9155,A-Feb
9156,A-Dec
9157,A-Dec
9158,A-Sep
9159,A-Jun
9161,A-Dec
9162,A-Sep
9164,A-Dec
9165,A-Jul
9166,A-Aug
9168,A-Dec
9170,A-Oct
9171,A-Sep
9173,A-Aug
9174,A-Dec
9176,A-Jun
9178,A-Dec
9179,A-Dec
9180,A-Dec
9183,A-Dec
9185,A-Apr
9186,A-Jun
9187,A-Jun
9188,A-Dec
9190,A-Oct
9191,A-Sep
9192,A-Dec
9193,A-Dec
9194,A-Dec
9195,A-Dec
9196,A-Dec
9197,A-Oct
9198,A-Dec
9199,A-Feb
9200,A-Dec
9201,A-Dec
9202,A-Dec
9203,A-Sep
9205,A-Mar
9206,A-Dec
9207,A-Jun
9208,A-Oct
9209,A-Dec
9210,A-Dec
9214,A-Dec
9216,A-Dec
9217,A-Dec
9218,A-Jul
9220,A-Dec
9221,A-Dec
9223,A-Jun
9226,A-Jun
9227,A-Mar
9229,A-Jun
9230,A-Dec
9231,A-May
9233,A-Dec
9236,A-Dec
9237,A-Dec
9241,A-Aug
9242,A-Dec
9245,A-Aug
9246,A-Jun
9247,A-Aug
9248,A-Jan
9249,A-Nov
9250,A-Sep
9253,A-Dec
9255,A-Dec
9256,A-Dec
9257,A-Jul
9258,A-Dec
9259,A-Nov
9260,A-Mar
9263,A-Dec
9264,A-Aug
9266,A-Dec
9267,A-Dec
9268,A-Dec
9270,A-Mar
9273,A-Jun
9275,A-Jun
9276,A-Dec
9277,A-Jan
9278,A-Jun
9280,A-Dec
9282,A-Dec
9284,A-Sep
9285,A-Aug
9286,A-Dec
9287,A-Jan
9288,A-Jun
9289,A-Dec
9290,A-Jan
9293,A-Dec
9294,A-Aug
9295,A-Feb
9296,A-Jul
9297,A-Dec
9298,A-Dec
9299,A-Dec
9300,A-Jun
9302,A-Dec
9304,A-Mar
9305,A-Jan
9306,A-Dec
9307,A-Dec
9308,A-Dec
9309,A-Dec
9310,A-May
9311,A-Oct
9312,A-Mar
9313,A-Jun
9314,A-Jan
9315,A-Dec
9316,A-Jun
9317,A-Dec
9318,A-Oct
9319,A-Dec
9320,A-Apr
9321,A-Oct
9324,A-Dec
9327,A-Mar
9328,A-Mar
9330,A-Dec
9331,A-Oct
9332,A-Dec
9333,A-Oct
9334,A-Dec
9335,A-Feb
9336,A-Dec
9338,A-Sep
9339,A-Apr
9341,A-Dec
9342,A-Mar
9344,A-Dec
9345,A-Dec
9346,A-Dec
9347,A-Dec
9349,A-Dec
9351,A-Dec
9352,A-Dec
9354,A-Feb
9355,A-Dec
9356,A-Apr
9357,A-Dec
9358,A-Dec
9359,A-Dec
9361,A-Jun
9362,A-Jan
9363,A-Jun
9364,A-Jun
9365,A-Jan
9366,A-Jun
9367,A-Sep
9368,A-Jun
9369,A-Dec
9370,A-Dec
9371,A-Dec
9372,A-Dec
9373,A-Dec
9375,A-Mar
9377,A-Dec
9378,A-Dec
9379,A-Sep
9380,A-Dec
9381,A-Dec
9383,A-Dec
9384,A-Dec
9385,A-Jun
9386,A-Aug
9388,A-Dec
9390,A-Jun
9392,A-Dec
9393,A-Dec
9394,A-Apr
9395,A-Jul
9397,A-Jun
9398,A-Jun
9399,A-Dec
9401,A-Jun
9402,A-Jun
9403,A-Dec
9404,A-Dec
9405,A-Dec
9406,A-Dec
9408,A-Dec
9409,A-Dec
9410,A-Nov
9411,A-Jun
9412,A-Jun
9414,A-Apr
9415,A-Dec
9416,A-Dec
9417,A-Dec
9419,A-Dec
9421,A-Jun
9422,A-Dec
9423,A-Dec
9424,A-Dec
9425,A-May
9427,A-Sep
9428,A-Dec
9429,A-Aug
9430,A-Dec
9432,A-Dec
9435,A-Dec
9436,A-Dec
9437,A-Dec
9441,A-Dec
9442,A-Dec
9443,A-Dec
9444,A-Jun
9445,A-Dec
9446,A-Mar
9447,A-Sep
9448,A-Dec
9449,A-May
9450,A-May
9451,A-Dec
9453,A-Jun
9455,A-Apr
9457,A-Sep
9458,A-Mar
9459,A-Dec
9461,A-Feb
9462,A-Mar
9463,A-Dec
9464,A-Oct
9465,A-Dec
9468,A-Jun
9470,A-Jul
9471,A-Jul
9472,A-Aug
9473,A-Dec
9474,A-Dec
9475,A-Jan
9477,A-Feb
9479,A-Mar
9480,A-Jan
9481,A-Dec
9482,A-Dec
9483,A-Jun
9484,A-Dec
9485,A-Jun
9489,A-Dec
9490,A-Jun
9491,A-Jun
9492,A-Dec
9493,A-Jun
9494,A-Dec
9495,A-Dec
9499,A-Oct
9501,A-Dec
9502,A-Jan
9505,A-Jun
9507,A-Nov
9509,A-Mar
9510,A-Dec
9511,A-Dec
9514,A-Dec
9516,A-Sep
9517,A-Dec
9520,A-Apr
9521,A-Dec
9522,A-Jun
9523,A-Dec
9524,A-Sep
9525,A-Jan
9526,A-Dec
9527,A-Dec
9529,A-Jun
9532,A-Dec
9533,A-Dec
9534,A-Dec
9535,A-Oct
9537,A-Dec
9540,A-Dec
9542,A-Dec
9543,A-Dec
9545,A-Jun
9546,A-Dec
9549,A-Dec
9550,A-Dec
9552,A-Dec
9553,A-Oct
9554,A-Dec
9555,A-Dec
9556,A-Dec
9557,A-Apr
9558,A-Dec
9560,A-Dec
9562,A-Dec
9564,A-Dec
9565,A-Dec
9566,A-Jun
9569,A-Dec
9570,A-Apr
9571,A-Dec
9572,A-Dec
9577,A-Dec
9579,A-Jul
9580,A-Mar
9581,A-Jun
9582,A-Sep
9584,A-Jun
9585,A-Dec
9586,A-Mar
9587,A-Sep
9588,A-Dec
9589,A-Dec
9590,A-Dec
9592,A-Dec
9593,A-Dec
9594,A-Jul
9595,A-Oct
9597,A-May
9598,A-Jun
9599,A-Jan
9600,A-Dec
9603,A-Nov
9605,A-Dec
9606,A-Dec
9608,A-Apr
9612,A-Dec
9613,A-Dec
9616,A-Dec
9617,A-Oct
9618,A-Jun
9619,A-Dec
9620,A-Dec
9621,A-Oct
9622,A-Apr
9623,A-Mar
9624,A-Apr
9625,A-Mar
9626,A-Dec
9628,A-Dec
9629,A-Oct
9630,A-Jul
9632,A-Dec
9633,A-Dec
9634,A-Dec
9635,A-Dec
9636,A-Jun
9638,A-Dec
9639,A-Oct
9640,A-Dec
9641,A-Sep
9645,A-Dec
9646,A-Jun
9647,A-Dec
9649,A-Dec
9651,A-Mar
9652,A-Dec
9653,A-Dec
9654,A-Dec
9655,A-Dec
9657,A-Sep
9658,A-Dec
9659,A-Dec
9660,A-Dec
9662,A-Dec
9663,A-Jul
9664,A-Dec
9666,A-Dec
9670,A-Dec
9672,A-Dec
9673,A-Oct
9674,A-Dec
9675,A-Dec
9676,A-Mar
9677,A-Dec
9679,A-Mar
9681,A-Dec
9683,A-Dec
9686,A-Dec
9687,A-Oct
9689,A-Dec
9690,A-Dec
9691,A-Dec
9692,A-Dec
9693,A-Dec
9694,A-Dec
9695,A-Mar
9696,A-Dec
9697,A-Dec
9698,A-Sep
9699,A-Dec
9700,A-Dec
9703,A-Apr
9705,A-Dec
9706,A-Dec
9708,A-Dec
9709,A-Feb
9710,A-Dec
9711,A-Dec
9712,A-Jun
9713,A-Jun
9714,A-Mar
9715,A-Jun
9716,A-Sep
9718,A-Sep
9719,A-Dec
9722,A-Jul
9723,A-Dec
9727,A-Dec
9729,A-Jun
9730,A-Dec
9731,A-Jul
9733,A-Sep
9734,A-Dec
9735,A-Jul
9737,A-Dec
9738,A-Dec
9740,A-Dec
9741,A-Dec
9745,A-Dec
9746,A-Dec
9747,A-Dec
9748,A-Nov
9749,A-Dec
9751,A-Jun
9752,A-Dec
9754,A-Apr
9755,A-Dec
9756,A-Dec
9757,A-Dec
9760,A-May
9761,A-May
9763,A-Jun
9764,A-Nov
9765,A-Dec
9766,A-Dec
9767,A-Oct
9769,A-Jun
9770,A-Mar
9771,A-Dec
9772,A-Dec
9773,A-Oct
9774,A-Apr
9775,A-Dec
9776,A-Dec
9777,A-Apr
9778,A-Dec
9779,A-May
9781,A-Dec
9783,A-Dec
9786,A-May
9787,A-Jun
9788,A-May
9789,A-Sep
9790,A-May
9791,A-Dec
9792,A-Dec
9793,A-Mar
9795,A-Dec
9796,A-Dec
9797,A-Jun
9798,A-Jun
9799,A-Feb
9800,A-Jan
9801,A-Sep
9802,A-Jun
9806,A-Jan
9808,A-Dec
9809,A-Jun
9810,A-Dec
9811,A-Dec
9812,A-Dec
9813,A-Apr
9814,A-Aug
9815,A-Dec
9816,A-Jun
9817,A-Dec
9819,A-Dec
9820,A-Jun
9821,A-Dec
9822,A-Dec
9823,A-May
9825,A-May
9826,A-Dec
9828,A-Dec
9829,A-Dec
9830,A-Dec
9831,A-Dec
9833,A-Dec
9834,A-Nov
9836,A-Dec
9837,A-Dec
9838,A-Dec
9839,A-Dec
9840,A-Dec
9841,A-Dec
9843,A-Dec
9844,A-Dec
9845,A-Mar
9846,A-Dec
9848,A-Dec
9849,A-Dec
9850,A-Dec
9853,A-May
9854,A-Dec
9855,A-Dec
9856,A-May
9857,A-Dec
9858,A-Dec
9859,A-Dec
9860,A-Dec
9861,A-Dec
9862,A-Dec
9863,A-Dec
9864,A-Dec
9866,A-Dec
9872,A-Dec
9875,A-Dec
9878,A-Dec
9880,A-Dec
9881,A-Dec
9882,A-Dec
9884,A-Dec
9885,A-Dec
9887,A-Dec
9889,A-Dec
9890,A-Dec
9892,A-Mar
9895,A-Dec
9897,A-Dec
9898,A-Dec
9899,A-Dec
9900,A-Dec
9902,A-Dec
9904,A-Dec
9908,A-Sep
9909,A-Jun
9911,A-Dec
9912,A-Aug
9914,A-May
9916,A-Sep
9917,A-Jan
9918,A-Jul
9919,A-Dec
9921,A-Oct
9922,A-Jun
9923,A-May
9924,A-Dec
9925,A-Dec
9926,A-Jun
9927,A-Dec
9928,A-Dec
9929,A-Sep
9930,A-Dec
9932,A-Dec
9933,A-Oct
9934,A-Mar
9936,A-Jan
9937,A-Nov
9938,A-Sep
9939,A-Dec
9940,A-Dec
9942,A-Jun
9943,A-May
9944,A-Oct
9945,A-Jun
9946,A-Dec
9947,A-Mar
9948,A-Mar
9949,A-Aug
9950,A-Sep
9951,A-Dec
9952,A-Dec
9953,A-Mar
9954,A-Dec
9955,A-Dec
9956,A-Jun
9957,A-Jun
9958,A-Jul
9959,A-Jan
9960,A-Jun
9962,A-Dec
9963,A-Dec
9965,A-Dec
9967,A-Dec
9968,A-Dec
9969,A-Dec
9973,A-Feb
9975,A-Mar
9977,A-Sep
9978,A-Dec
9979,A-Mar
9980,A-Mar
9981,A-Dec
9984,A-Dec
9986,A-Dec
9988,A-Mar
9989,A-Sep
9990,A-Sep
9993,A-Mar
9994,A-Sep
9997,A-Oct
9998,A-Dec
9999,A-Feb
10000,A-Dec
10001,A-Dec
10002,A-Dec
10004,A-Jun
10005,A-Dec
10007,A-Dec
10008,A-Jun
10009,A-Nov
10010,A-Mar
10011,A-Sep
10012,A-Dec
10013,A-Dec
10014,A-Jun
10015,A-Jun
10016,A-Dec
10017,A-Dec
10020,A-Apr
10023,A-Jul
10024,A-Dec
10027,A-Aug
10028,A-Nov
10030,A-Jun
10031,A-Dec
10032,A-Dec
10033,A-Feb
10034,A-Mar
10035,A-Dec
10036,A-Oct
10037,A-May
10038,A-May
10041,A-Jun
10042,A-Dec
10043,A-Apr
10044,A-Sep
10045,A-Nov
10048,A-Sep
10052,A-Jun
10053,A-Dec
10054,A-Apr
10056,A-Dec
10058,A-Sep
10059,A-Jun
10060,A-Feb
10061,A-Mar
10062,A-Dec
10063,A-Dec
10066,A-Dec
10067,A-Mar
10068,A-Oct
10069,A-Dec
10070,A-Oct
10071,A-Sep
10072,A-Jan
10074,A-Dec
10075,A-Dec
10076,A-Dec
10081,A-Jan
10082,A-Oct
10084,A-Apr
10085,A-Jan
10086,A-Dec
10087,A-Jun
10088,A-Dec
10089,A-Dec
10090,A-Mar
10092,A-Dec
10093,A-Dec
10095,A-Jan
10096,A-Dec
10097,A-Dec
10101,A-Dec
10104,A-Dec
10105,A-Mar
10107,A-Dec
10108,A-Jan
10109,A-Nov
10110,A-Dec
10113,A-Nov
10114,A-Nov
10115,A-Dec
10116,A-Nov
10117,A-Dec
10118,A-Dec
10119,A-Jan
10120,A-Dec
10121,A-Dec
10122,A-Mar
10124,A-Dec
10127,A-Sep
10128,A-Oct
10129,A-Dec
10130,A-Dec
10131,A-Sep
10132,A-May
10134,A-Dec
10135,A-Dec
10136,A-Dec
10137,A-Mar
10138,A-Mar
10139,A-Sep
10140,A-Dec
10142,A-Dec
10143,A-Jul
10144,A-Jun
10145,A-Dec
10146,A-Dec
10147,A-Jun
10148,A-Jul
10150,A-Dec
10151,A-Jan
10152,A-Jun
10154,A-Jul
10156,A-Dec
10158,A-Dec
10159,A-Sep
10161,A-Aug
10162,A-Dec
10163,A-Dec
10164,A-Jun
10165,A-Dec
10166,A-Jun
10168,A-Jun
10170,A-Dec
10172,A-Sep
10173,A-Dec
10174,A-Dec
10176,A-Dec
10177,A-Aug
10178,A-Dec
10179,A-Jul
10180,A-Dec
10182,A-Aug
10183,A-Dec
10184,A-Mar
10185,A-Jun
10187,A-Dec
10188,A-Feb
10189,A-Jun
10190,A-Feb
10191,A-Dec
10192,A-Mar
10193,A-Dec
10194,A-Aug
10195,A-Dec
10196,A-Feb
10197,A-Dec
10198,A-Dec
10199,A-Jan
10200,A-Mar
10202,A-Dec
10203,A-Jul
10204,A-Jul
10206,A-Dec
10207,A-Aug
10208,A-Dec
10210,A-Sep
10211,A-Jul
10212,A-Dec
10213,A-Dec
10214,A-Mar
10215,A-Dec
10216,A-Jan
10217,A-Dec
10218,A-Mar
10220,A-Dec
10221,A-Dec
10225,A-Apr
10226,A-Jun
10227,A-Dec
10228,A-Dec
10229,A-Feb
10233,A-Jun
10234,A-Oct
10240,A-Jul
10241,A-Dec
10243,A-Jul
10244,A-Mar
10246,A-Dec
10247,A-Jun
10248,A-Nov
10250,A-Sep
10251,A-Dec
10252,A-Sep
10253,A-Jan
10256,A-Oct
10257,A-May
10258,A-Apr
10260,A-Jun
10261,A-Sep
10262,A-Jun
10263,A-May
10264,A-Feb
10265,A-Jul
10266,A-Dec
10267,A-Mar
10269,A-Dec
10270,A-Oct
10271,A-Nov
10276,A-Jun
10277,A-Dec
10278,A-Dec
10279,A-Jul
10280,A-Jul
10281,A-Dec
10282,A-Dec
10283,A-Mar
10284,A-Dec
10285,A-Jun
10289,A-Jun
10292,A-Dec
10294,A-Apr
10295,A-Nov
10296,A-Jun
10297,A-Jun
10298,A-Jul
10299,A-Jul
10301,A-Dec
10302,A-Dec
10303,A-Jun
10304,A-Mar
10305,A-May
10306,A-Mar
10307,A-Mar
10308,A-Jun
10309,A-Dec
10310,A-Dec
10311,A-Dec
10312,A-May
10313,A-Dec
10315,A-Feb
10316,A-Dec
10317,A-May
10318,A-Dec
10319,A-Apr
10320,A-Mar
10322,A-Jan
10326,A-Dec
10327,A-Dec
10329,A-Sep
10333,A-Jun
10334,A-Jul
10335,A-Dec
10336,A-Jun
10337,A-Jan
10338,A-Dec
10340,A-Mar
10345,A-Dec
10346,A-Dec
10347,A-May
10349,A-May
10350,A-Dec
10351,A-Dec
10352,A-Jun
10353,A-May
10356,A-Dec
10357,A-Sep
10358,A-Jun
10359,A-Dec
10360,A-Dec
10361,A-Dec
10362,A-Dec
10364,A-Sep
10365,A-Dec
10366,A-Mar
10368,A-Dec
10369,A-Dec
10370,A-Jun
10371,A-Jun
10372,A-Dec
10373,A-Dec
10374,A-Dec
10375,A-Jul
10376,A-Dec
10377,A-Dec
10378,A-Aug
10379,A-Sep
10381,A-Feb
10382,A-Mar
10384,A-Aug
10385,A-Dec
10386,A-Dec
10387,A-Mar
10388,A-Aug
10389,A-Dec
10390,A-Dec
10391,A-May
10393,A-Dec
10394,A-Dec
10395,A-Jan
10396,A-Jun
10397,A-Dec
10399,A-Dec
10400,A-Jun
10401,A-Dec
10402,A-May
10403,A-Aug
10404,A-Apr
10405,A-Dec
10407,A-Dec
10408,A-Dec
10410,A-Mar
10411,A-Dec
10413,A-Dec
10414,A-Oct
10416,A-Sep
10417,A-Dec
10418,A-Jun
10419,A-Mar
10420,A-Dec
10422,A-Mar
10423,A-Sep
10424,A-Dec
10425,A-Dec
10426,A-Dec
10427,A-Jun
10428,A-Feb
10431,A-Oct
10432,A-Sep
10433,A-Feb
10434,A-Dec
10435,A-Dec
10436,A-Sep
10437,A-Dec
10438,A-Aug
10440,A-Jan
10441,A-Dec
10442,A-Dec
10443,A-Dec
10444,A-Dec
10445,A-Jun
10447,A-Sep
10448,A-Jul
10449,A-Dec
10453,A-Dec
10454,A-Mar
10455,A-Jun
10456,A-Sep
10457,A-Dec
10458,A-Dec
10460,A-Dec
10461,A-Dec
10465,A-Dec
10467,A-Dec
10473,A-Jul
10480,A-Dec
10482,A-Dec
10483,A-Oct
10484,A-Dec
10485,A-Dec
10486,A-Dec
10487,A-Dec
10488,A-Dec
10489,A-Dec
10490,A-Dec
10491,A-Dec
10492,A-Dec
10493,A-Apr
10494,A-Dec
10495,A-Dec
10496,A-Dec
10497,A-Sep
10498,A-May
10499,A-Dec
10500,A-Dec
10501,A-Dec
10502,A-Dec
10503,A-Aug
10504,A-Dec
10506,A-Dec
10507,A-Dec
10508,A-Dec
10509,A-Dec
10510,A-Dec
10511,A-Oct
10514,A-Dec
10515,A-Apr
10516,A-Apr
10517,A-Sep
10518,A-Dec
10519,A-Dec
10520,A-Dec
10523,A-Oct
10525,A-Dec
10526,A-Jun
10527,A-Mar
10528,A-Dec
10529,A-Apr
10531,A-Jul
10532,A-Mar
10534,A-Jul
10535,A-Sep
10537,A-Dec
10538,A-Dec
10539,A-Dec
10540,A-Dec
10541,A-Dec
10543,A-Jun
10545,A-Nov
10548,A-Jan
10549,A-Jul
10550,A-Dec
10551,A-May
10553,A-May
10554,A-Jul
10555,A-Dec
10556,A-Jun
10558,A-Aug
