1000,1
1001,1
1003,2
1004,1
1005,1
1006,1
1007,1
1008,1
1009,1
1010,1
1011,1
1012,2
1013,1
1014,1
1015,1
1016,1
1017,1
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1036,1
1037,1
1038,1
1039,1
1040,1
1042,1
1043,1
1045,1
1046,1
1047,1
1048,1
1049,1
1050,2
1052,1
1054,1
1055,2
1056,1
1058,2
1059,1
1062,1
1063,1
1064,1
1065,1
1066,1
1067,1
1068,1
1069,1
1070,1
1072,2
1073,1
1074,1
1075,1
1076,2
1078,1
1081,1
1082,1
1083,1
1084,2
1085,1
1086,1
1087,1
1088,1
1090,2
1091,1
1093,1
1094,1
1095,1
1096,3
1097,1
1098,1
1099,1
1100,1
1103,1
1104,1
1106,1
1107,1
1108,1
1109,2
1111,1
1112,1
1113,1
1114,1
1115,1
1116,1
1117,2
1118,1
1119,1
1120,1
1121,2
1122,1
1123,1
1124,2
1125,1
1126,1
1127,1
1128,1
1129,1
1130,2
1133,1
1135,1
1137,1
1138,1
1140,1
1141,1
1142,1
1143,1
1144,1
1145,1
1147,1
1148,1
1150,1
1151,1
1153,1
1154,1
1155,1
1156,1
1159,1
1161,2
1162,1
1163,1
1164,1
1165,1
1166,1
1168,1
1169,1
1170,1
1171,1
1172,1
1173,1
1175,1
1177,1
1178,1
1179,1
1180,1
1181,1
1182,1
1183,1
1184,1
1186,1
1189,1
1190,1
1191,1
1192,1
1193,1
1194,1
1195,1
1196,1
1197,2
1201,1
1202,1
1203,2
1204,1
1208,1
1209,1
1210,2
1212,1
1213,1
1214,1
1215,1
1216,1
1218,1
1219,1
1220,1
1221,1
1222,1
1223,1
1224,2
1225,1
1226,1
1227,1
1228,2
1230,1
1231,1
1233,1
1234,1
1235,1
1236,1
1238,1
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,1
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1253,1
1254,1
1255,2
1257,2
1258,2
1259,1
1260,1
1261,1
1262,1
1263,2
1264,1
1265,1
1266,2
1269,1
1271,1
1272,1
1274,1
1275,2
1276,1
1277,3
1278,2
1279,1
1281,1
1283,1
1284,1
1285,2
1286,1
1288,2
1290,1
1291,1
1292,1
1294,1
1295,1
1296,1
1297,1
1299,1
1300,1
1301,2
1302,1
1304,1
1305,1
1306,1
1307,1
1308,1
1310,1
1311,2
1312,1
1314,1
1315,1
1316,1
1318,1
1319,1
1322,1
1324,1
1325,1
1326,1
1327,2
1328,1
1329,1
1331,2
1332,2
1333,1
1334,2
1335,1
1336,1
1337,1
1338,1
1341,1
1342,1
1343,1
1344,1
1345,1
1346,1
1347,1
1348,1
1350,1
1351,1
1356,1
1357,1
1358,1
1359,1
1360,2
1361,1
1362,2
1363,2
1364,1
1365,1
1366,1
1367,2
1368,1
1369,1
1370,1
1372,1
1374,1
1375,1
1377,1
1378,1
1379,1
1380,1
1381,1
1382,1
1383,2
1384,1
1385,1
1386,2
1387,1
1388,1
1390,1
1391,1
1392,1
1393,1
1394,1
1397,1
