,gvkey,linkprim,liid,linktype,lpermno,lpermco,usedflag,linkdt,linkenddt
75195,187631,C,00X,NR,,,-1.0,2009-01-01,2012-03-28
75196,187631,P,01,LC,13325.0,54028.0,1.0,2012-03-29,
75197,187633,P,01,LS,12904.0,53271.0,1.0,2011-07-14,
75198,187634,P,01,LS,12911.0,50852.0,1.0,2011-07-14,2017-08-31
75199,187636,P,01,LS,12902.0,50846.0,1.0,2011-07-14,
75200,187644,C,00X,NR,,,-1.0,2006-01-01,2012-02-09
75201,187644,P,01,LC,13225.0,53985.0,1.0,2012-02-10,2014-08-29
75202,187653,C,00X,NR,,,-1.0,2006-01-01,2011-10-18
75203,187653,P,01,LC,13049.0,53902.0,1.0,2011-10-19,2017-04-30
75204,187665,C,00X,NR,,,-1.0,2010-01-01,2011-07-28
75205,187665,P,01,NR,,,-1.0,2011-07-29,2017-06-20
75206,187665,P,01,LC,16808.0,55996.0,1.0,2017-06-21,
75207,187677,C,00X,NR,,,-1.0,2011-01-01,2012-06-28
75208,187677,P,01,NR,,,-1.0,2012-06-29,2015-11-02
75209,187677,P,01,NR,,,-1.0,2017-10-25,
75210,209410,C,00X,NR,,,-1.0,1997-04-01,1998-09-29
75211,187677,P,01,LC,82530.0,14066.0,1.0,2015-11-03,2017-10-24
75212,187686,C,00X,NR,,,-1.0,2006-07-01,2012-02-01
75213,187686,P,01,LC,13227.0,53986.0,1.0,2012-02-02,2013-11-29
75214,187687,C,00X,NR,,,-1.0,2007-01-01,2012-03-14
75215,187687,P,01,LC,13292.0,54008.0,1.0,2012-03-15,2016-07-29
75216,187690,C,00X,NR,,,-1.0,2007-01-01,2012-06-05
75217,187690,P,01,LC,13439.0,54106.0,1.0,2012-06-06,
75218,187692,P,01,LC,13201.0,53977.0,1.0,2012-01-19,
75219,187694,P,01,LC,12895.0,53831.0,1.0,2011-07-27,
75220,187696,C,00X,NR,,,-1.0,2007-01-01,2012-02-23
75221,187696,P,01,LC,13249.0,53988.0,1.0,2012-02-24,
75222,187697,C,00X,NR,,,-1.0,2006-01-01,2012-02-07
75223,187697,P,01,LC,13210.0,53983.0,1.0,2012-02-08,
75224,187698,C,00X,NR,,,-1.0,2008-01-01,2011-12-14
75225,187698,P,01,LC,13116.0,53938.0,1.0,2011-12-15,
75226,187709,C,00X,NR,,,-1.0,2008-01-01,2013-10-24
75227,187709,P,01,LC,14228.0,54592.0,1.0,2013-10-25,
75228,187714,P,01,LC,12908.0,53840.0,1.0,2011-07-28,
75229,187720,C,00X,NR,,,-1.0,2009-01-01,2014-02-06
75230,187720,P,01,NR,,,-1.0,2018-04-25,
75231,187720,P,01,LC,14447.0,54728.0,1.0,2014-02-07,2018-04-24
75232,187721,C,00X,NR,,,-1.0,2009-01-01,2014-09-30
75233,187721,P,01,LC,15006.0,55074.0,1.0,2014-10-01,
75234,187722,C,00X,NR,,,-1.0,2006-01-01,2011-11-17
75235,187722,P,01,LC,13109.0,53933.0,1.0,2011-11-18,
75236,187737,C,00X,NR,,,-1.0,2007-01-01,2012-05-10
75237,187737,P,01,NR,,,-1.0,2017-03-14,2017-12-29
75238,187737,P,01,LC,13408.0,54085.0,1.0,2012-05-11,2017-03-13
75239,187739,C,00X,NR,,,-1.0,2007-01-01,2012-03-27
75240,187739,P,01,LC,13316.0,54018.0,1.0,2012-03-28,
75241,187740,C,00X,NR,,,-1.0,2006-10-01,2012-03-14
75242,187740,P,01,LC,13326.0,54029.0,1.0,2012-03-15,
75243,187752,P,01,LS,12956.0,44040.0,1.0,2011-08-04,2013-03-28
75244,187753,P,01,LS,12955.0,44040.0,1.0,2011-08-04,2013-03-28
75245,187754,P,01,LS,12947.0,53146.0,1.0,2011-08-04,
75246,187766,C,00X,NR,,,-1.0,2007-01-01,2013-01-31
75247,187766,P,01,LC,13743.0,54299.0,1.0,2013-02-01,
75248,187773,C,00X,NR,,,-1.0,2007-02-01,2012-06-27
75249,187773,P,01,LC,13454.0,54114.0,1.0,2012-06-28,2017-11-30
75250,187774,C,00X,NR,,,-1.0,2005-10-01,2011-11-03
75251,187774,P,01,LC,13093.0,53924.0,1.0,2011-11-04,2016-03-31
75252,187775,C,00X,NR,,,-1.0,2007-01-01,2012-07-23
75253,187775,P,01,LC,13520.0,54141.0,1.0,2012-07-24,
75254,187786,C,00X,NR,,,-1.0,2011-01-01,2011-08-09
75255,187786,P,01,LS,12948.0,53146.0,1.0,2011-08-10,
75256,187804,P,01,LS,12953.0,50699.0,1.0,2011-08-17,
75257,187809,C,00X,NR,,,-1.0,2006-01-01,2011-11-17
75258,187809,P,01,LC,13078.0,53917.0,1.0,2011-11-18,2015-09-30
75259,187810,C,00X,NR,,,-1.0,2005-07-01,2011-12-14
75260,187810,P,01,LC,13162.0,53961.0,1.0,2011-12-15,
75261,187812,C,00X,NR,,,-1.0,2006-01-01,2012-02-01
75262,187812,P,01,LC,13244.0,53987.0,1.0,2012-02-02,
75263,187814,C,00X,NR,,,-1.0,2006-01-01,2011-12-08
75264,187814,P,01,LC,13133.0,53942.0,1.0,2011-12-09,2016-09-30
75265,187819,P,01,LS,12951.0,37493.0,1.0,2011-08-18,2014-10-31
75266,187820,P,01,LS,12950.0,37493.0,1.0,2011-08-18,2014-10-31
75267,187821,P,01,LS,12949.0,31600.0,1.0,2011-08-18,
75268,187833,C,00X,NR,,,-1.0,2007-01-01,2012-04-29
75269,187833,P,01,NR,,,-1.0,2012-04-30,2012-05-07
75270,187833,P,01,LC,13375.0,54061.0,1.0,2012-05-08,
75271,187958,C,00X,NR,,,-1.0,2008-10-01,2011-12-15
75272,187958,P,01,LC,13123.0,53940.0,1.0,2011-12-16,2013-10-07
75273,187959,C,00X,NR,,,-1.0,2007-01-01,2012-02-16
75274,187959,P,01,LC,13260.0,53992.0,1.0,2012-02-17,
75275,187961,C,00X,NR,,,-1.0,2011-01-01,2011-12-14
75276,187961,P,01,LC,13124.0,53941.0,1.0,2011-12-15,
75277,187962,P,01,LC,12946.0,53862.0,1.0,2011-08-26,
75278,187969,C,00X,NR,,,-1.0,2006-01-01,2011-12-12
75279,187969,P,01,LC,13160.0,53959.0,1.0,2011-12-13,2017-06-30
75280,187970,C,00X,NR,,,-1.0,2007-01-01,2012-08-01
75281,187970,P,01,LC,13551.0,54163.0,1.0,2012-08-02,2013-02-28
75282,188155,C,00X,NR,,,-1.0,2006-01-01,2011-11-16
75283,188155,P,01,LC,13106.0,53930.0,1.0,2011-11-17,2017-09-30
75284,188157,C,00X,NR,,,-1.0,2006-05-01,2012-02-23
75285,188157,P,01,LC,13261.0,53993.0,1.0,2012-02-24,2018-02-28
75286,188255,C,00X,NR,,,-1.0,2006-01-01,2011-09-15
75287,188255,P,01,LC,12981.0,53876.0,1.0,2011-10-04,
75288,188355,C,00X,NR,,,-1.0,2009-01-01,2013-12-02
75289,188355,P,01,LC,14339.0,54673.0,1.0,2013-12-03,
75290,188663,C,00X,NR,,,-1.0,2008-01-01,2011-12-13
75291,188663,P,01,LC,13139.0,53945.0,1.0,2011-12-14,
75292,188755,C,00X,NR,,,-1.0,2011-07-01,2011-09-06
75293,188755,P,01,LS,12983.0,53878.0,1.0,2011-09-07,
75294,188756,C,00X,NR,,,-1.0,2011-07-01,2011-09-06
75295,188756,P,01,LS,12988.0,53878.0,1.0,2011-09-07,
75296,188757,C,00X,NR,,,-1.0,2011-07-01,2011-09-06
75297,188757,P,01,LS,12989.0,53878.0,1.0,2011-09-07,2012-11-05
75298,188758,C,00X,NR,,,-1.0,2011-07-01,2011-09-06
75299,188758,P,01,LS,12990.0,53878.0,1.0,2011-09-07,2012-11-05
75300,188855,C,00X,NR,,,-1.0,2007-01-01,2012-03-28
75301,188855,P,01,LC,13329.0,54032.0,1.0,2012-03-29,2018-11-30
75302,188856,C,00X,NR,,,-1.0,2006-05-01,2012-06-28
75303,188856,P,01,NR,,,-1.0,2012-06-29,2012-07-01
75304,188856,P,01,LC,13537.0,54155.0,1.0,2012-07-02,
75305,189459,C,00X,NR,,,-1.0,2007-01-01,2012-05-02
75306,189459,P,01,LC,13405.0,54082.0,1.0,2012-05-03,
75307,189462,C,00X,NR,,,-1.0,2011-09-30,2015-06-18
75308,189462,P,01,LC,15426.0,55310.0,1.0,2015-06-19,2018-04-30
75309,189464,C,00X,NR,,,-1.0,2011-07-01,2011-09-12
75310,189464,P,01,LS,12986.0,53878.0,1.0,2011-09-13,
75311,189465,C,00X,NR,,,-1.0,2011-07-01,2011-09-12
75312,189465,P,01,LS,12987.0,53878.0,1.0,2011-09-13,2012-11-05
75313,189466,C,00X,NR,,,-1.0,2011-07-01,2011-09-12
75314,189466,P,01,LS,12991.0,53878.0,1.0,2011-09-13,
75315,189471,C,00X,NR,,,-1.0,2011-07-01,2011-09-14
75316,189471,P,01,LS,12996.0,52902.0,1.0,2011-09-15,
75317,189490,C,00X,NR,,,-1.0,2010-01-01,2011-10-31
75318,189490,C,01,LC,13018.0,53890.0,1.0,2011-11-01,2015-05-28
75319,189491,C,00X,NR,,,-1.0,2006-01-01,2011-10-31
75320,189491,P,01,LC,13035.0,53896.0,1.0,2011-11-01,
75321,189510,C,00X,NR,,,-1.0,2011-07-01,2011-09-18
75322,189510,P,01,LS,13001.0,53441.0,1.0,2011-09-19,
75323,189511,C,00X,NR,,,-1.0,2011-07-01,2011-09-18
75324,189511,P,01,LS,13002.0,53441.0,1.0,2011-09-19,
75325,189512,C,00X,NR,,,-1.0,2011-07-01,2011-09-18
75326,189512,P,01,LS,13000.0,53441.0,1.0,2011-09-19,
75327,189516,C,00X,NR,,,-1.0,2011-01-01,2012-04-25
75328,189516,P,01,LC,13332.0,54035.0,1.0,2012-04-26,
75329,189517,C,00X,NR,,,-1.0,2009-01-01,2014-10-30
75330,189517,P,01,NR,,,-1.0,2014-10-31,2014-11-12
75331,189517,P,01,LC,14960.0,55047.0,1.0,2014-11-13,
75332,189539,C,00X,NR,,,-1.0,2011-01-01,2011-09-21
75333,189539,P,01,NR,,,-1.0,2013-06-15,
75334,189539,P,01,LS,12973.0,51965.0,1.0,2011-09-22,2013-06-14
75335,189540,C,00X,NR,,,-1.0,2011-07-01,2011-09-21
75336,189540,P,01,LS,12975.0,53875.0,1.0,2011-09-22,
75337,189541,C,00X,NR,,,-1.0,2011-07-01,2011-09-21
75338,189541,P,01,LS,12978.0,53875.0,1.0,2011-09-22,
75339,189542,C,00X,NR,,,-1.0,2011-07-01,2011-09-21
75340,189542,P,01,LS,12979.0,53875.0,1.0,2011-09-22,
75341,189543,C,00X,NR,,,-1.0,2011-07-01,2011-09-21
75342,189543,P,01,LS,12980.0,53875.0,1.0,2011-09-22,
75343,189546,P,01,LC,13222.0,53984.0,1.0,2012-02-09,2012-09-28
75344,189551,C,00X,NR,,,-1.0,2011-07-01,2011-09-22
75345,189551,P,01,LS,12995.0,52902.0,1.0,2011-09-23,
75346,189566,P,01,LC,12974.0,53874.0,1.0,2011-09-28,
75347,189567,C,00X,NR,,,-1.0,2006-01-01,2011-11-17
75348,189567,P,01,LC,13084.0,53922.0,1.0,2011-11-18,
75349,189568,P,01,LS,13042.0,53414.0,1.0,2011-10-05,2012-10-31
75350,189603,C,00X,NR,,,-1.0,2011-07-01,2011-09-28
75351,189603,P,01,LS,12998.0,39147.0,1.0,2011-09-29,
75352,189604,C,00X,NR,,,-1.0,2011-07-01,2011-09-28
75353,189604,P,01,LS,12997.0,39147.0,1.0,2011-09-29,
75354,189605,C,00X,NR,,,-1.0,2011-07-01,2011-09-28
75355,189605,P,01,LS,12999.0,39147.0,1.0,2011-09-29,
75356,189656,C,00X,NR,,,-1.0,2011-01-01,2011-10-03
75357,189656,P,01,LS,13030.0,53104.0,1.0,2011-10-04,
75358,189657,P,01,LS,13029.0,53104.0,1.0,2011-10-04,
75359,189658,P,01,LS,13017.0,53889.0,1.0,2011-10-04,
75360,189757,P,01,NR,,,-1.0,2011-12-30,2015-07-30
75361,189757,P,01,LC,15543.0,55373.0,1.0,2015-07-31,
75362,189758,P,01,LS,13016.0,53202.0,1.0,2011-10-05,
75363,189856,P,01,LS,13043.0,53414.0,1.0,2011-10-05,2012-10-31
75364,189857,P,01,LS,13044.0,53414.0,1.0,2011-10-05,2012-10-31
75365,189859,P,01,LS,13045.0,53414.0,1.0,2011-10-05,2012-10-31
75366,189860,P,01,LC,13037.0,53898.0,1.0,2011-10-05,
75367,190156,C,00X,NR,,,-1.0,2011-01-01,2011-10-05
75368,190156,P,01,LS,13032.0,53104.0,1.0,2011-10-06,
75369,190157,P,01,LS,13031.0,53104.0,1.0,2011-10-06,
75370,190355,C,00X,NR,,,-1.0,2009-01-01,2011-09-29
75371,190355,P,01,NR,,,-1.0,2011-09-30,2013-08-08
75372,190355,P,01,LC,10966.0,8839.0,1.0,2013-08-09,
75373,190455,C,00X,NR,,,-1.0,2006-08-01,2012-01-24
75374,190455,P,01,LC,13181.0,53970.0,1.0,2012-01-25,
75375,190565,P,01,LS,13028.0,50699.0,1.0,2011-10-12,2014-12-31
75376,190567,P,01,LC,13036.0,53897.0,1.0,2011-10-12,2017-09-30
75377,190572,C,00X,NR,,,-1.0,2012-06-01,2013-02-27
75378,190572,P,01,NR,,,-1.0,2013-02-28,2015-09-28
75379,190572,P,01,LC,15662.0,55411.0,1.0,2015-09-29,
75380,190580,C,00X,NR,,,-1.0,2006-01-01,2012-02-02
75381,190580,P,01,LC,13263.0,53995.0,1.0,2012-02-03,2017-11-05
75382,190590,P,01,LC,13019.0,53892.0,1.0,2011-10-31,
75383,190760,P,01,LS,13033.0,53271.0,1.0,2011-10-20,
75384,190770,P,01,LS,13023.0,31600.0,1.0,2011-10-20,
75385,190771,P,01,LS,13027.0,37493.0,1.0,2011-10-20,
75386,190772,P,01,LS,13026.0,37493.0,1.0,2011-10-20,
75387,190773,P,01,LS,13024.0,31600.0,1.0,2011-10-20,
75388,190774,P,01,LS,13025.0,31600.0,1.0,2011-10-20,
75389,190856,C,00X,NR,,,-1.0,2010-01-01,2011-10-30
75390,190856,P,01,NR,,,-1.0,2011-10-31,2013-08-08
75391,190856,P,01,LC,14107.0,54516.0,1.0,2013-08-09,
75392,190957,C,00X,NR,,,-1.0,2009-01-01,2014-06-30
75393,190957,P,01,NR,,,-1.0,2016-05-17,2016-07-31
75394,190957,C,01,NR,,,-1.0,2016-08-01,2016-08-30
75395,190957,N,01,NR,,,-1.0,2016-08-31,2016-08-31
75396,190957,P,01,LC,14683.0,54877.0,1.0,2014-07-01,2016-05-16
75397,190957,P,02,NR,,,-1.0,2016-10-31,2017-04-28
75398,190959,C,00X,NR,,,-1.0,2006-01-01,2011-10-31
75399,190959,P,01,NR,,,-1.0,2017-11-17,
75400,190959,P,01,LC,13041.0,53900.0,1.0,2011-11-01,2017-11-16
75401,190963,C,00X,NR,,,-1.0,2009-01-01,2012-09-20
75402,190963,P,02,LC,13579.0,54180.0,1.0,2012-09-21,
75403,191055,C,00X,NR,,,-1.0,2010-01-01,2011-10-23
75404,191055,P,01,NR,,,-1.0,2012-11-24,2013-12-31
75405,191055,P,01,LC,82668.0,6999.0,1.0,2011-10-24,2012-11-23
75406,191255,C,00X,NR,,,-1.0,2006-01-01,2011-11-21
75407,191255,P,01,LC,13085.0,53923.0,1.0,2011-11-22,
75408,191355,P,01,LC,13034.0,53894.0,1.0,2011-10-27,
75409,191356,P,01,LC,13022.0,53893.0,1.0,2011-10-27,2017-03-31
75410,191964,P,01,LS,13092.0,52902.0,1.0,2011-11-01,
75411,191965,P,01,LS,13089.0,52902.0,1.0,2011-11-01,
75412,191966,P,01,LS,13090.0,52902.0,1.0,2011-11-01,2016-03-31
75413,191967,P,01,LS,13091.0,52902.0,1.0,2011-11-01,2016-03-31
75414,191968,P,01,LS,13086.0,53171.0,1.0,2011-11-01,2014-09-30
75415,192255,P,01,LC,13105.0,53929.0,1.0,2011-11-01,
75416,192458,C,00X,NR,,,-1.0,2011-01-01,2014-02-11
75417,192458,P,01,LC,14471.0,54747.0,1.0,2014-02-12,2016-09-30
75418,192555,P,01,LS,13096.0,53414.0,1.0,2011-11-03,2012-10-31
75419,192556,P,01,LS,13095.0,53414.0,1.0,2011-11-03,2012-10-31
75420,192557,P,01,LS,13094.0,53414.0,1.0,2011-11-03,2012-10-31
75421,192856,P,01,LC,85511.0,15744.0,1.0,2011-11-04,2015-06-30
75422,193855,P,01,LC,13203.0,53979.0,1.0,2012-01-26,
75423,194255,C,00X,NR,,,-1.0,2010-01-01,2012-01-26
75424,194255,P,01,LC,13202.0,53978.0,1.0,2012-01-27,
75425,194256,C,00X,NR,,,-1.0,2009-01-01,2012-11-18
75426,194256,P,01,LC,13700.0,54273.0,1.0,2012-11-19,
75427,194456,P,01,LC,13077.0,53916.0,1.0,2011-11-11,
75428,194457,P,01,LS,13087.0,53171.0,1.0,2011-11-10,2014-09-30
75429,194458,P,01,LS,13088.0,53171.0,1.0,2011-11-10,2014-09-30
75430,194655,C,00X,NR,,,-1.0,2013-11-29,2017-06-21
75431,194655,P,02,LC,16802.0,55993.0,1.0,2017-06-22,
75432,194755,C,00X,NR,,,-1.0,2006-01-01,2011-12-08
75433,194755,P,01,LC,13163.0,53962.0,1.0,2011-12-09,2017-04-30
75434,194755,C,01,LC,13163.0,53962.0,1.0,2017-05-01,2017-05-05
75435,194755,P,05,NR,,,-1.0,2018-01-31,
75436,194956,C,00X,NR,,,-1.0,2009-01-01,2012-03-21
75437,194956,P,01,LC,13314.0,54016.0,1.0,2012-03-22,
75438,195555,P,01,LS,13102.0,53926.0,1.0,2011-11-15,
75439,195556,P,01,LS,13114.0,53120.0,1.0,2011-11-15,
75440,196055,P,01,LC,13107.0,53931.0,1.0,2011-11-16,
75441,196159,C,00X,NR,,,-1.0,2008-01-01,2012-12-12
75442,196159,P,01,LC,13730.0,54291.0,1.0,2012-12-13,
75443,196160,C,00X,NR,,,-1.0,2008-07-01,2013-05-30
75444,196160,P,01,NR,,,-1.0,2018-02-08,
75445,196160,P,01,LC,13977.0,54385.0,1.0,2013-06-10,2018-02-07
75446,196160,J,01C,LX,13977.0,54385.0,-1.0,2017-05-31,2018-02-07
75447,196160,P,02,NR,,,-1.0,2013-05-31,2013-05-31
75448,196160,C,02,NR,,,-1.0,2013-06-01,2013-06-09
75449,196160,N,02,NR,,,-1.0,2013-06-10,2013-06-28
75450,196161,P,01,LS,13082.0,37493.0,1.0,2011-11-17,
75451,196268,C,00X,NR,,,-1.0,2007-01-01,2012-03-01
75452,196268,P,01,LC,13318.0,54020.0,1.0,2012-03-02,
75453,196269,C,00X,NR,,,-1.0,2008-01-01,2011-12-18
75454,196269,P,01,LC,13159.0,53958.0,1.0,2011-12-19,
75455,196355,P,01,LC,13280.0,54004.0,1.0,2012-02-10,
75456,196762,P,01,LC,13076.0,53915.0,1.0,2011-11-23,
75457,196855,C,00X,NR,,,-1.0,2007-01-01,2012-03-21
75458,196855,P,01,LC,13294.0,54009.0,1.0,2012-03-22,2013-07-31
75459,196856,C,00X,NR,,,-1.0,2009-01-01,2017-11-05
75460,196856,P,01,LC,13263.0,53995.0,1.0,2017-11-06,
75461,197555,P,01,LS,13138.0,39147.0,1.0,2011-12-01,
75462,197556,P,01,LS,13137.0,39147.0,1.0,2011-12-01,
75463,197559,C,00X,NR,,,-1.0,2010-01-01,2013-10-24
75464,197559,P,01,LC,14244.0,54604.0,1.0,2013-10-25,
75465,197855,C,00X,NR,,,-1.0,2007-01-01,2007-11-29
75466,197855,J,01,NR,,,-1.0,2010-02-25,2010-09-30
75467,197855,P,01,NR,,,-1.0,2010-10-01,2010-10-28
75468,197855,J,01,LC,92481.0,52835.0,1.0,2007-12-28,2010-02-24
75469,197855,P,01,LC,92481.0,52835.0,1.0,2010-10-29,2012-10-31
75470,197855,P,02,NR,,,-1.0,2007-11-30,2007-11-30
75471,197855,C,02,NR,,,-1.0,2007-12-01,2007-12-27
75472,197855,N,02,NR,,,-1.0,2007-12-28,2011-03-31
75473,197956,C,00X,NR,,,-1.0,2009-04-01,2012-03-27
75474,197956,P,01,LC,13285.0,54007.0,1.0,2012-03-28,2014-10-20
75475,198058,C,00X,NR,,,-1.0,2006-04-01,2011-12-14
75476,198058,P,01,LC,13142.0,53948.0,1.0,2011-12-15,
75477,198755,P,01,LS,13165.0,53120.0,1.0,2011-12-06,2012-10-31
75478,198756,P,01,LS,13166.0,53120.0,1.0,2011-12-06,2012-10-31
75479,199356,C,00X,NR,,,-1.0,2009-01-01,2011-12-20
75480,199356,P,01,LC,13168.0,53964.0,1.0,2011-12-21,
75481,199456,C,00X,NR,,,-1.0,2006-01-01,2012-02-07
75482,199456,P,01,LC,13250.0,27638.0,1.0,2012-02-08,2015-12-31
75483,199557,P,01,LS,13122.0,53120.0,1.0,2011-12-08,
75484,199558,P,01,LS,13118.0,53101.0,1.0,2011-12-08,2013-01-31
75485,199655,P,01,LS,13117.0,53101.0,1.0,2011-12-08,
75486,199757,C,00X,NR,,,-1.0,2008-01-01,2011-12-11
75487,199757,P,01,LC,13161.0,53960.0,1.0,2011-12-12,2015-12-02
75488,199757,P,01,LC,13161.0,53960.0,1.0,2015-12-03,2017-06-30
75489,200480,C,00X,NR,,,-1.0,2009-07-01,2012-07-30
75490,200480,P,02,LC,13547.0,54161.0,1.0,2012-08-10,
75491,200480,C,03,NR,,,-1.0,2012-07-31,2012-07-31
75492,200512,C,90,NR,,,-1.0,1997-08-29,2018-12-09
75493,200512,C,90,LC,18297.0,56601.0,1.0,2018-12-10,
75494,200595,C,00X,NR,,,-1.0,2000-04-01,2002-09-29
75495,200595,P,90,LC,89510.0,43522.0,1.0,2002-09-30,
75496,200664,C,00X,NU,,,-1.0,1994-01-01,1994-11-14
75497,200664,C,90,NU,,,-1.0,2001-04-06,2002-12-31
75498,200664,C,90,LU,81053.0,30511.0,1.0,1994-11-15,2001-04-05
75499,200856,C,00X,NU,,,-1.0,1995-01-01,1996-05-14
75500,200856,P,90,LU,83445.0,31630.0,1.0,1996-05-15,
75501,201088,C,00X,NR,,,-1.0,1997-10-01,2000-01-25
75502,201088,P,90,LC,87531.0,36609.0,1.0,2000-01-26,2004-08-09
75503,201140,C,00X,NR,,,-1.0,1995-01-01,1997-03-30
75504,201140,P,90,NU,,,-1.0,1997-03-31,1997-06-03
75505,201140,P,90,LU,85254.0,32018.0,1.0,1997-06-04,1998-03-31
75506,201140,C,90,LU,85254.0,32018.0,1.0,1998-04-01,1998-04-29
75507,201140,N,90,LU,85254.0,32018.0,1.0,1998-04-30,2013-10-31
75508,201140,P,90,LU,85254.0,32018.0,1.0,2013-11-01,
75509,201140,P,91,NU,,,-1.0,1998-04-30,2013-10-31
75510,201140,J,91,NU,,,-1.0,2013-11-01,2013-11-29
75511,201300,C,00X,NU,,,-1.0,1995-01-01,1996-10-10
75512,201300,P,90,NU,,,-1.0,2006-11-07,2006-12-29
75513,201300,P,90,LU,84021.0,31759.0,1.0,1996-10-11,2006-11-06
75514,201336,C,00X,NU,,,-1.0,1995-07-01,1997-03-18
75515,201336,P,90,LU,84603.0,15393.0,1.0,1997-03-19,
75516,201395,C,00X,NR,,,-1.0,1995-01-01,1997-10-07
75517,201395,P,90,LC,85442.0,32125.0,1.0,1997-10-08,
75518,201395,J,91,LC,88315.0,32125.0,1.0,2000-06-02,2000-09-06
75519,201706,C,00X,NR,,,-1.0,1995-07-01,1995-09-28
75520,201706,P,90,NR,,,-1.0,1995-09-29,1996-10-01
75521,201706,P,90,LC,84072.0,15007.0,1.0,1996-10-02,
75522,201792,N,91,NR,,,-1.0,2003-07-31,2008-07-31
75523,201792,P,91,NR,,,-1.0,2008-08-01,2008-10-30
75524,201792,P,91,LC,92802.0,53091.0,1.0,2008-10-31,
75525,201792,P,92,NR,,,-1.0,2003-07-31,2008-07-31
75526,201792,J,92,NR,,,-1.0,2008-08-01,
75527,201794,C,00X,NR,,,-1.0,1998-01-01,1999-11-29
75528,201794,P,90,NR,,,-1.0,2007-12-20,2008-03-31
75529,201794,C,90,NR,,,-1.0,2008-04-01,2008-04-29
75530,201794,N,90,NR,,,-1.0,2008-04-30,2008-04-30
75531,201794,P,90,LC,87438.0,36372.0,1.0,1999-11-30,2007-12-19
75532,201794,P,91,NR,,,-1.0,2008-04-30,
75533,202421,C,00X,NR,,,-1.0,2001-04-01,2002-08-01
75534,202421,P,90,NR,,,-1.0,2008-08-02,
75535,202421,P,90,LC,89493.0,43461.0,1.0,2002-08-02,2008-08-01
75536,202663,C,90,NU,,,-1.0,1989-11-30,1996-10-01
75537,202663,C,90,LU,84082.0,15004.0,1.0,1996-10-02,1997-06-30
75538,203480,C,00X,NU,,,-1.0,1995-01-01,1996-06-26
75539,203480,P,90,LU,83604.0,31668.0,1.0,1996-06-27,
75540,203573,C,00X,NU,,,-1.0,1990-05-01,1995-11-15
75541,203573,P,90,LU,82589.0,14134.0,1.0,1995-11-16,1998-05-29
75542,203890,C,91,NR,,,-1.0,1996-08-30,2004-08-31
75543,203890,C,91,NR,,,-1.0,2004-09-01,2004-09-26
75544,203890,N,91,NR,,,-1.0,2004-09-27,2004-10-29
75545,203890,J,92,NR,,,-1.0,2001-08-31,2002-12-31
75546,203890,P,93,LC,90346.0,45540.0,1.0,2004-09-27,
75547,203944,C,00X,NR,,,-1.0,2000-01-01,2001-11-24
75548,203944,P,90,NR,,,-1.0,2001-11-30,
75549,203944,J,91,LC,93093.0,42408.0,1.0,2009-11-24,
75550,204203,C,00X,NR,,,-1.0,2009-01-01,2012-02-07
75551,204203,P,90,LC,13206.0,53981.0,1.0,2012-02-08,
75552,204459,C,00X,NR,,,-1.0,1996-01-01,1997-09-30
75553,204459,N,01,NR,,,-1.0,1998-12-31,2002-12-31
75554,204459,C,01,NR,,,-1.0,2003-01-01,2003-01-31
75555,204459,P,90,LC,85441.0,32124.0,1.0,1997-10-01,2002-12-24
75556,204459,C,99X,NR,,,-1.0,2003-02-01,2003-09-30
75557,204867,C,00X,NR,,,-1.0,1998-04-01,2000-10-18
75558,204867,P,90,LC,88683.0,40160.0,1.0,2000-10-19,
75559,205051,P,90,NR,,,-1.0,1994-01-31,1997-01-06
75560,205051,P,90,LC,84393.0,31900.0,1.0,1997-01-07,2001-03-27
75561,205051,N,91,NR,,,-1.0,1994-10-31,2001-03-31
75562,205051,C,91,NR,,,-1.0,2001-04-01,2001-04-30
75563,205131,C,00X,NR,,,-1.0,1998-01-01,1999-11-16
75564,205131,P,90,NR,,,-1.0,2008-04-26,2008-07-31
75565,205131,P,90,LC,87459.0,17393.0,1.0,1999-11-17,2008-04-25
75566,205131,C,99X,NR,,,-1.0,2008-08-01,2008-09-30
75567,205677,C,00X,NR,,,-1.0,1996-01-01,1997-10-07
75568,205677,P,90,NR,,,-1.0,2009-01-24,2009-07-31
75569,205677,P,90,LC,85423.0,32107.0,1.0,1997-10-08,2009-01-23
75570,205692,C,00X,NR,,,-1.0,2000-01-01,2002-06-27
75571,205692,P,90,NR,,,-1.0,2002-06-28,2002-06-30
75572,205692,J,90,NR,,,-1.0,2002-07-01,2002-11-29
75573,205692,J,91,NR,,,-1.0,2002-06-28,2002-11-29
75574,205692,P,92,LC,89454.0,43333.0,1.0,2002-07-11,2019-01-31
75575,205774,C,90,NU,,,-1.0,1997-12-31,2000-09-30
75576,205774,C,90,NU,,,-1.0,2000-10-01,2000-10-02
75577,205774,N,90,NU,,,-1.0,2000-10-03,2000-12-29
75578,205774,P,91,LC,88665.0,40144.0,1.0,2000-10-03,2001-10-31
75579,205809,C,00X,NU,,,-1.0,1996-01-01,1997-07-29
75580,205809,P,90,LU,85235.0,32026.0,1.0,1997-07-30,
75581,205874,C,00X,NR,,,-1.0,2000-01-01,2002-05-09
75582,205874,P,90,LC,89403.0,43155.0,1.0,2002-05-10,
