,gvkey,linkprim,liid,linktype,lpermno,lpermco,usedflag,linkdt,linkenddt
0,001000,C,00X,NU,,,-1.0,1961-01-01,1970-09-29
1,001000,P,01,NU,,,-1.0,1970-09-30,1970-11-12
2,001000,P,01,LU,25881.0,23369.0,1.0,1970-11-13,1978-06-30
3,001001,C,00X,NU,,,-1.0,1978-01-01,1983-09-19
4,001001,P,01,LU,10015.0,6398.0,1.0,1983-09-20,1986-07-31
5,001002,C,00X,NR,,,-1.0,1960-01-01,1970-09-29
6,001002,C,01,NR,,,-1.0,1970-09-30,1972-12-13
7,001002,C,01,NR,,,-1.0,1973-06-06,1973-08-31
8,001002,C,01,LC,10023.0,22159.0,1.0,1972-12-14,1973-06-05
9,001003,C,00X,NU,,,-1.0,1980-01-01,1983-12-06
10,001003,C,01,NU,,,-1.0,1989-08-17,
11,001003,C,01,LU,10031.0,6672.0,1.0,1983-12-07,1989-08-16
12,001004,C,00X,NU,,,-1.0,1965-06-01,1968-04-29
13,001004,P,01,NU,,,-1.0,1968-04-30,1972-04-23
14,001004,P,01,LU,54594.0,20000.0,1.0,1972-04-24,
15,001005,C,00X,NU,,,-1.0,1972-11-01,1973-01-30
16,001005,C,01,LU,61903.0,11.0,1.0,1973-01-31,1983-01-31
17,001007,C,00X,LU,10058.0,20.0,1.0,1973-10-01,1979-01-30
18,001007,P,01,LU,10058.0,20.0,1.0,1979-01-31,1984-09-28
19,001007,C,99X,NU,,,-1.0,1984-09-29,1986-06-30
20,001008,C,00X,NR,,,-1.0,1983-06-01,1983-08-24
21,001008,P,01,LC,10066.0,6331.0,1.0,1983-08-25,1987-10-30
22,001009,C,00X,NR,,,-1.0,1980-11-01,1981-01-29
23,001009,C,01,NR,,,-1.0,1981-01-30,1982-01-17
24,001009,C,01,NR,,,-1.0,1996-03-14,2007-02-28
25,001009,C,01,LC,10074.0,5271.0,1.0,1982-01-18,1996-03-13
26,001010,C,00X,LU,10006.0,22156.0,1.0,1950-05-01,1962-01-30
27,001010,P,01,LU,10006.0,22156.0,1.0,1962-01-31,1984-06-28
28,001010,C,99X,NU,,,-1.0,1984-06-29,
29,001011,C,00X,NR,,,-1.0,1982-01-01,1983-03-20
30,001011,P,01,NR,,,-1.0,1995-09-29,1995-10-31
31,001011,P,01,LC,10082.0,5793.0,1.0,1983-03-21,1995-09-28
32,001012,C,00X,NU,,,-1.0,1973-11-01,1978-01-30
33,001012,P,01,LU,10103.0,52.0,1.0,1978-01-31,1989-12-29
34,001012,C,99X,NU,,,-1.0,1989-12-30,1990-03-30
35,001013,C,00X,NU,,,-1.0,1973-11-01,1979-03-15
36,001013,P,01,LU,50906.0,2902.0,1.0,1979-03-16,2010-12-31
37,001015,C,00X,NU,,,-1.0,1977-08-01,1982-01-28
38,001015,P,01,LU,66405.0,5204.0,1.0,1982-01-29,1986-10-31
39,001015,C,99X,NU,,,-1.0,1986-11-01,1988-04-29
40,001016,C,00X,NR,,,-1.0,1973-11-01,1977-11-29
41,001016,P,01,NR,,,-1.0,1988-04-27,1988-05-31
42,001016,P,01,LC,10146.0,314.0,1.0,1977-11-30,1988-04-26
43,001017,C,00X,NR,,,-1.0,1959-12-01,1970-09-29
44,001017,P,01,NR,,,-1.0,1970-09-30,1972-12-13
45,001017,P,01,LC,10154.0,81.0,1.0,1972-12-14,1996-02-29
46,001018,C,00X,LU,10162.0,88.0,1.0,1973-07-01,1979-01-30
47,001018,C,01,NU,,,-1.0,1981-03-05,1987-01-30
48,001018,C,01,LU,10162.0,88.0,1.0,1979-01-31,1981-03-04
49,001018,C,99X,NU,,,-1.0,1987-01-31,1988-03-31
50,001019,C,00X,NR,,,-1.0,1970-01-01,1970-01-29
51,001019,C,01,NR,,,-1.0,1970-01-30,1972-12-13
52,001019,C,01,NU,,,-1.0,1988-02-10,
53,001019,C,01,LC,10189.0,93.0,1.0,1972-12-14,1988-02-09
54,001020,C,00X,NR,,,-1.0,1962-01-01,1967-01-30
55,001020,P,02,NR,,,-1.0,1967-01-31,1972-12-13
56,001020,P,02,NR,,,-1.0,1988-04-06,1988-05-31
57,001020,P,02,LC,68806.0,100.0,1.0,1972-12-14,1988-04-05
58,001020,C,99X,NR,,,-1.0,1988-06-01,1990-03-30
59,001021,C,00X,NU,,,-1.0,1979-07-01,1980-10-13
60,001021,P,01,NU,,,-1.0,1999-03-20,
61,001021,P,01,LU,10218.0,109.0,1.0,1980-10-14,1999-03-19
62,001022,C,00X,LU,10234.0,118.0,1.0,1973-07-01,1976-08-30
63,001022,P,01,NU,,,-1.0,1983-07-29,1984-08-31
64,001022,P,01,LU,10234.0,118.0,1.0,1976-08-31,1983-07-28
65,001023,C,00X,NU,,,-1.0,1981-01-01,1982-06-08
66,001023,P,01,NU,,,-1.0,1988-10-06,1988-11-30
67,001023,P,01,LU,66755.0,5542.0,1.0,1982-06-09,1988-10-05
68,001024,C,00X,NU,,,-1.0,1979-12-01,1983-07-20
69,001024,P,01,LU,10269.0,6202.0,1.0,1983-07-21,1984-09-28
70,001025,C,01,NU,,,-1.0,1985-03-20,2005-12-30
71,001025,C,01,LU,47351.0,306.0,1.0,1973-01-31,1985-03-19
72,001026,C,00X,NU,,,-1.0,1966-01-01,1968-09-29
73,001026,P,01,NU,,,-1.0,1968-09-30,1972-12-13
74,001026,P,01,LU,10277.0,134.0,1.0,1972-12-14,1978-05-31
75,001027,C,00X,NU,,,-1.0,1960-03-01,1966-01-30
76,001027,P,01,LU,28601.0,23555.0,1.0,1966-01-31,1971-05-28
77,001028,C,00X,NU,,,-1.0,1981-03-01,1981-10-28
78,001028,P,01,LU,10285.0,5148.0,1.0,1981-10-29,1992-01-31
79,001029,C,00X,NU,,,-1.0,1981-05-01,1983-06-14
80,001029,P,01,LU,10293.0,6069.0,1.0,1983-06-15,1985-10-31
81,001030,C,01,NU,,,-1.0,1974-10-17,1986-10-31
82,001030,C,01,LU,10306.0,145.0,1.0,1973-01-31,1974-10-16
83,001031,C,00X,LU,10014.0,22157.0,1.0,1960-04-01,1966-01-30
84,001031,P,01,LU,10014.0,22157.0,1.0,1966-01-31,1977-03-31
85,001034,C,00X,NR,,,-1.0,1983-01-01,1984-02-14
86,001034,P,01,LC,65832.0,20007.0,1.0,1984-02-15,2008-12-29
87,001036,C,00X,NU,,,-1.0,1978-01-01,1978-01-30
88,001036,C,01,NU,,,-1.0,1978-01-31,1983-12-05
89,001036,C,01,LC,65453.0,20008.0,1.0,1983-12-06,2001-05-31
90,001036,N,01C,NR,,,-1.0,1982-01-29,1983-12-05
91,001036,N,01C,LX,65453.0,20008.0,-1.0,1983-12-06,2001-05-31
92,001037,C,00X,NU,,,-1.0,1979-04-01,1980-10-06
93,001037,C,01,NU,,,-1.0,1988-08-26,2006-02-28
94,001037,C,01,LU,10314.0,255.0,1.0,1980-10-07,1988-08-25
95,001038,C,00X,NU,,,-1.0,1982-04-01,1983-08-17
96,001038,P,01,LU,66413.0,6301.0,1.0,1983-08-18,2004-12-31
97,001038,C,99X,NU,,,-1.0,2005-01-01,2005-01-31
98,001039,C,00X,NR,,,-1.0,1965-01-01,1965-06-29
99,001039,P,01,NR,,,-1.0,1965-06-30,1970-04-28
100,001039,P,01,NR,,,-1.0,1979-12-01,1979-12-31
101,001039,P,01,LC,50526.0,25132.0,1.0,1970-04-29,1979-11-30
102,001040,C,00X,LU,15763.0,22631.0,1.0,1950-01-01,1962-01-30
103,001040,P,01,LU,15763.0,22631.0,1.0,1962-01-31,1985-10-31
104,001042,C,00X,NU,,,-1.0,1978-07-01,1982-06-20
105,001042,P,01,LU,10365.0,5554.0,1.0,1982-06-21,1985-06-28
106,001043,C,00X,LN,18980.0,20009.0,-1.0,1949-08-01,1950-12-29
107,001043,C,00X,LC,18980.0,20009.0,1.0,1950-12-30,1962-01-30
108,001043,C,01,NR,,,-1.0,1982-04-28,1984-05-09
109,001043,C,01,NR,,,-1.0,1993-05-20,1993-12-05
110,001043,C,01,LC,18980.0,20009.0,1.0,1962-01-31,1982-04-27
111,001043,C,01,LC,18980.0,20009.0,1.0,1984-05-10,1993-05-19
112,001043,C,01,LC,80071.0,30061.0,1.0,1993-12-06,2000-01-27
113,001044,C,00X,NU,,,-1.0,1960-01-01,1968-01-30
114,001044,C,01,LU,37591.0,21816.0,1.0,1968-01-31,1970-06-30
115,001044,C,99X,NU,,,-1.0,1970-07-01,1970-12-31
116,001045,C,00X,LC,21020.0,20010.0,1.0,1950-01-01,1962-01-30
117,001045,P,01,NR,,,-1.0,2012-01-05,2013-11-30
118,001045,C,01,NR,,,-1.0,2013-12-01,2013-12-08
119,001045,P,01,LC,21020.0,20010.0,1.0,1962-01-31,2012-01-04
120,001045,P,04,LC,21020.0,20010.0,1.0,2013-12-09,
121,001046,C,00X,NU,,,-1.0,1979-01-01,1984-05-10
122,001046,P,01,LU,10373.0,7023.0,1.0,1984-05-11,1985-05-31
123,001046,C,99X,NU,,,-1.0,1985-06-01,1986-12-31
124,001047,C,00X,NU,,,-1.0,1979-01-01,1981-08-11
125,001047,C,01,LU,10381.0,3182.0,1.0,1981-08-12,1983-05-31
126,001047,C,99X,NU,,,-1.0,1983-06-01,1985-03-29
127,001049,C,00X,NU,,,-1.0,1972-01-01,1976-01-29
128,001049,P,01,NU,,,-1.0,1982-05-27,1983-03-31
129,001049,P,01,LU,10400.0,304.0,1.0,1976-01-30,1982-05-26
130,001050,C,00X,NU,,,-1.0,1974-01-01,1980-11-27
131,001050,P,01,LC,11499.0,176.0,1.0,1980-11-28,
132,001051,C,00X,NR,,,-1.0,1960-01-01,1965-05-11
133,001051,C,99X,LN,41961.0,24580.0,-1.0,1965-05-12,1968-12-31
134,001052,C,00X,LU,10402.0,311.0,1.0,1973-04-01,1979-01-30
135,001052,P,01,LU,10402.0,311.0,1.0,1979-01-31,1983-03-31
136,001054,C,00X,NU,,,-1.0,1980-07-01,1981-09-30
137,001054,P,01,LU,10429.0,5118.0,1.0,1981-10-01,1994-09-30
138,001055,C,00X,NU,,,-1.0,1983-07-01,1984-12-19
139,001055,P,01,LU,85041.0,7357.0,1.0,1984-12-20,1997-08-29
140,001055,C,99X,NU,,,-1.0,1997-08-30,1997-09-30
141,001056,C,00X,NR,,,-1.0,1973-07-01,1977-06-29
142,001056,P,01,LC,62500.0,336.0,1.0,1977-06-30,2007-08-31
143,001056,C,99X,NR,,,-1.0,2007-09-01,2007-09-28
144,001057,C,00X,LC,10030.0,22160.0,1.0,1964-01-01,1967-01-30
145,001057,P,01,LC,10030.0,22160.0,1.0,1967-01-31,1967-12-29
146,001058,C,00X,NR,,,-1.0,1959-07-01,1962-01-30
147,001058,C,01,NU,,,-1.0,1962-01-31,1962-07-01
148,001058,C,01,NR,,,-1.0,1986-10-31,1991-06-28
149,001058,C,01,LU,28636.0,23557.0,1.0,1962-07-02,1986-10-30
150,001058,C,99X,NR,,,-1.0,1991-06-29,1993-03-31
151,001059,C,00X,NU,,,-1.0,1970-08-01,1971-01-28
152,001059,P,01,NU,,,-1.0,1971-01-29,1972-12-13
153,001059,P,01,LU,58958.0,25619.0,1.0,1972-12-14,1981-03-31
154,001061,C,00X,LU,10445.0,340.0,1.0,1973-04-01,1979-01-30
155,001061,P,01,LU,10445.0,340.0,1.0,1979-01-31,1980-10-31
156,001062,P,01,LU,26649.0,20015.0,1.0,1965-01-29,
157,001065,C,00X,NU,,,-1.0,1981-01-01,1983-04-03
158,001065,C,01,NU,,,-1.0,1991-07-20,2008-03-31
159,001065,C,01,LU,71239.0,5894.0,1.0,1983-04-04,1991-07-19
160,001066,C,00X,NR,,,-1.0,1983-01-01,1984-01-30
161,001066,C,01,NR,,,-1.0,1986-12-05,1988-09-30
162,001066,C,01,LC,55335.0,1911.0,1.0,1984-01-31,1986-12-04
163,001067,C,00X,NR,,,-1.0,1959-10-01,1962-07-01
164,001067,C,00X,LC,28652.0,23559.0,1.0,1962-07-02,1966-01-30
165,001067,P,01,NR,,,-1.0,1984-12-28,1985-01-31
166,001067,P,01,LC,28652.0,23559.0,1.0,1966-01-31,1984-12-27
167,001069,C,00X,NU,,,-1.0,1981-04-01,1983-10-17
168,001069,C,01,NU,,,-1.0,1984-10-17,1999-09-30
169,001069,C,01,LU,10480.0,6509.0,1.0,1983-10-18,1984-10-16
170,001070,C,00X,LC,21549.0,23079.0,1.0,1968-01-01,1968-01-30
171,001070,P,01,LC,21549.0,23079.0,1.0,1968-01-31,1981-04-30
172,001072,C,00X,LN,56899.0,25544.0,-1.0,1973-01-01,1973-03-29
173,001072,C,01,NR,,,-1.0,1990-01-19,1995-08-14
174,001072,C,01,LC,56899.0,25544.0,1.0,1973-03-30,1990-01-18
175,001072,C,01,LC,81912.0,30930.0,1.0,1995-08-15,
176,001073,C,00X,NU,,,-1.0,1980-01-01,1981-03-08
177,001073,C,01,NU,,,-1.0,1996-08-29,2005-04-29
178,001073,C,01,LU,10496.0,422.0,1.0,1981-03-09,1996-08-28
179,001074,C,00X,NU,,,-1.0,1965-01-01,1969-02-27
180,001074,P,01,NU,,,-1.0,1969-02-28,1969-12-03
181,001074,P,01,LU,49648.0,25078.0,1.0,1969-12-04,1982-12-31
182,001075,C,00X,NU,,,-1.0,1951-01-01,1962-01-30
183,001075,P,01,LU,27991.0,21409.0,1.0,1962-01-31,
184,001076,C,00X,NR,,,-1.0,1981-04-01,1982-11-03
185,001076,P,01,LC,10517.0,5674.0,1.0,1982-11-04,1992-12-31
186,001076,J,01,LC,10517.0,5674.0,1.0,1993-01-01,2010-11-30
187,001076,P,01,LC,10517.0,5674.0,1.0,2010-12-01,
188,001076,J,02,NR,,,-1.0,2010-12-11,2011-01-31
189,001076,N,02,LC,78049.0,5674.0,1.0,1992-11-03,1992-12-31
190,001076,P,02,LC,78049.0,5674.0,1.0,1993-01-01,2010-11-30
191,001076,J,02,LC,78049.0,5674.0,1.0,2010-12-01,2010-12-10
192,001077,C,00X,LU,10525.0,346.0,1.0,1973-07-01,1979-01-30
193,001077,P,01,LU,10525.0,346.0,1.0,1979-01-31,1980-09-30
194,001078,C,00X,LC,20482.0,20017.0,1.0,1950-01-01,1962-01-30
195,001078,P,01,LC,20482.0,20017.0,1.0,1962-01-31,
196,001079,C,00X,NR,,,-1.0,1960-03-01,1960-12-31
197,001079,C,00X,LC,10541.0,349.0,1.0,1961-01-01,1969-01-30
198,001079,P,01,LC,10541.0,349.0,1.0,1969-01-31,1976-09-30
199,001080,C,00X,LU,28660.0,23561.0,1.0,1962-10-01,1963-12-30
200,001080,P,01,LU,28660.0,23561.0,1.0,1963-12-31,1976-04-30
201,001081,C,00X,NR,,,-1.0,1960-01-01,1974-01-30
202,001081,P,01,NR,,,-1.0,1974-01-31,1987-07-15
203,001081,P,01,LC,10560.0,20019.0,1.0,1987-07-16,2007-10-26
204,001081,N,01C,NR,,,-1.0,1982-01-29,1987-07-15
205,001081,N,01C,LX,10560.0,20019.0,-1.0,1987-07-16,2007-10-26
206,001081,C,99X,NR,,,-1.0,2007-10-27,2007-11-30
207,001082,C,00X,NU,,,-1.0,1977-05-01,1977-05-30
208,001082,P,01,NR,,,-1.0,1977-05-31,1982-06-28
209,001082,P,01,LC,10568.0,5580.0,1.0,1982-06-29,2011-08-31
210,001083,C,00X,NR,,,-1.0,1972-11-01,1977-12-29
211,001083,C,01,NR,,,-1.0,1980-02-01,1981-08-30
212,001083,C,01,LC,44231.0,4531.0,1.0,1977-12-30,1980-01-31
213,001083,C,01,LC,44231.0,4531.0,1.0,1981-08-31,1988-04-06
214,001083,C,99X,NR,,,-1.0,1988-04-07,1992-10-30
215,001086,C,00X,NU,,,-1.0,1974-01-01,1991-06-27
216,001086,C,01,NU,,,-1.0,1994-02-24,2006-10-31
217,001086,C,01,LU,76876.0,10835.0,1.0,1991-06-28,1994-02-23
218,001087,P,01,LU,10584.0,30.0,1.0,1981-03-03,1983-11-30
219,001088,C,00X,NR,,,-1.0,1975-11-01,1978-09-20
220,001088,P,01,LC,10592.0,149.0,1.0,1978-09-21,1986-02-05
221,001089,C,00X,NR,,,-1.0,1971-01-01,1971-01-28
222,001089,P,01,NR,,,-1.0,1971-01-29,1972-12-13
223,001089,P,01,LC,10613.0,22208.0,1.0,1972-12-14,1979-11-30
224,001091,C,00X,NU,,,-1.0,1977-04-01,1983-02-10
225,001091,P,01,LU,64688.0,5803.0,1.0,1983-02-11,1987-07-31
226,001092,C,00X,NU,,,-1.0,1978-10-01,1981-08-12
227,001092,P,01,LU,10621.0,34.0,1.0,1981-08-13,1983-04-29
228,001093,C,00X,NR,,,-1.0,1966-05-01,1969-06-29
229,001093,P,01,NR,,,-1.0,1969-06-30,1972-12-13
230,001093,P,01,LC,10640.0,50.0,1.0,1972-12-14,1987-03-31
231,001094,C,00X,NR,,,-1.0,1962-07-01,1970-09-29
232,001094,P,01,NR,,,-1.0,1970-09-30,1972-12-13
233,001094,P,01,LC,10656.0,37.0,1.0,1972-12-14,
234,001095,C,00X,NR,,,-1.0,1980-01-01,1989-09-06
235,001095,P,01,LC,10123.0,9754.0,1.0,1989-09-07,2002-06-14
236,001097,C,00X,NR,,,-1.0,1971-01-01,1971-11-29
237,001097,P,01,NR,,,-1.0,1971-11-30,1972-12-13
238,001097,N,01,NR,,,-1.0,1995-09-02,
239,001097,P,01,LC,10664.0,47.0,1.0,1972-12-14,1994-09-30
240,001097,N,01,LC,10664.0,47.0,1.0,1994-10-01,1995-09-01
241,001097,P,02,NR,,,-1.0,2004-12-04,
242,001097,J,02,LC,11647.0,47.0,1.0,1987-09-30,1994-09-30
243,001097,P,02,LC,11647.0,47.0,1.0,1994-10-01,2004-12-03
244,001098,C,01,NR,,,-1.0,1967-01-31,1967-12-31
245,001098,C,01,LC,10057.0,20020.0,1.0,1968-01-01,1996-07-02
246,001099,C,00X,NR,,,-1.0,1959-07-01,1962-07-30
247,001099,P,01,NR,,,-1.0,1962-07-31,1972-12-13
248,001099,P,01,LC,63837.0,156.0,1.0,1972-12-14,2000-11-30
249,001100,C,00X,NR,,,-1.0,1967-11-01,1969-06-29
250,001100,P,01,NR,,,-1.0,1969-06-30,1972-12-13
251,001100,P,01,LC,10672.0,46.0,1.0,1972-12-14,1985-06-28
252,001101,P,01,LU,28679.0,23562.0,1.0,1973-01-31,1978-01-31
253,001103,C,00X,NU,,,-1.0,1960-01-01,1966-01-30
254,001103,C,01,NU,,,-1.0,1988-07-14,2004-10-29
255,001103,C,01,LU,28695.0,23564.0,1.0,1966-01-31,1988-07-13
256,001104,C,00X,NU,,,-1.0,1968-01-01,1969-02-27
257,001104,P,01,NU,,,-1.0,1969-02-28,1972-12-13
258,001104,P,01,LU,60038.0,370.0,1.0,1972-12-14,
259,001106,C,00X,NU,,,-1.0,1973-04-01,1978-03-30
260,001106,C,01,NU,,,-1.0,1978-03-31,1982-01-27
261,001106,C,01,LU,10699.0,5193.0,1.0,1982-01-28,1986-10-31
262,001108,C,00X,NR,,,-1.0,1968-07-01,1970-08-30
263,001108,C,01,NR,,,-1.0,1970-08-31,1970-11-10
264,001108,C,01,NR,,,-1.0,1996-10-19,
265,001108,C,01,LC,51510.0,20021.0,1.0,1970-11-11,1996-10-18
266,001109,C,00X,NR,,,-1.0,1983-05-01,1984-12-11
267,001109,C,01,NR,,,-1.0,1985-12-27,1986-09-21
268,001109,C,01,NR,,,-1.0,2009-04-25,
269,001109,C,01,LC,85084.0,7338.0,1.0,1984-12-12,1985-12-26
270,001109,C,01,LC,85084.0,7338.0,1.0,1986-09-22,2009-04-24
271,001111,C,00X,NR,,,-1.0,1982-04-01,1983-06-08
272,001111,C,00X,LC,10701.0,6060.0,1.0,1983-06-09,1985-05-30
273,001111,C,02,NR,,,-1.0,1991-03-29,1993-10-21
274,001111,C,02,LC,10701.0,6060.0,1.0,1985-05-31,1991-03-28
275,001111,C,02,LC,79678.0,12499.0,1.0,1993-10-22,2008-07-09
276,001112,C,00X,NU,,,-1.0,1979-01-01,1983-11-21
277,001112,P,01,LU,10720.0,6611.0,1.0,1983-11-22,1989-07-31
278,001113,C,00X,NR,,,-1.0,1961-01-01,1966-04-28
279,001113,C,01,NR,,,-1.0,1966-04-29,1966-11-21
280,001113,C,01,LC,43967.0,20022.0,1.0,1966-11-22,1988-04-29
281,001113,C,99X,NR,,,-1.0,1988-04-30,1988-09-30
282,001114,C,00X,NR,,,-1.0,1962-01-01,1962-01-30
283,001114,P,01,NR,,,-1.0,1962-01-31,1972-12-13
284,001114,P,01,LC,10728.0,53.0,1.0,1972-12-14,1976-05-28
285,001115,C,00X,NU,,,-1.0,1978-10-01,1979-12-04
286,001115,P,01,LU,10752.0,58.0,1.0,1979-12-05,2000-12-29
287,001117,C,00X,NR,,,-1.0,1973-04-01,1978-10-02
288,001117,P,02,NR,,,-1.0,2003-05-08,2005-10-13
289,001117,P,02,LC,10779.0,65.0,1.0,1978-10-03,2003-05-07
290,001117,P,02,LC,10779.0,65.0,1.0,2005-10-14,
291,001118,C,00X,NU,,,-1.0,1972-01-01,1972-12-19
292,001118,P,01,LU,57306.0,25563.0,1.0,1972-12-20,1984-11-30
293,001119,C,00X,LU,10065.0,20023.0,1.0,1982-01-01,1982-01-28
294,001119,P,01,LU,10065.0,20023.0,1.0,1982-01-29,
295,001120,C,00X,LU,17224.0,22757.0,1.0,1950-01-01,1962-01-30
296,001120,P,01,LU,17224.0,22757.0,1.0,1962-01-31,1988-10-31
297,001121,C,00X,NU,,,-1.0,1974-04-01,1975-02-06
298,001121,P,01,LU,61487.0,59.0,1.0,1975-02-07,
299,001122,C,00X,NR,,,-1.0,1962-10-01,1968-01-30
300,001122,P,01,NR,,,-1.0,1968-01-31,1969-02-04
301,001122,P,01,LC,47650.0,24955.0,1.0,1969-02-05,1987-12-31
302,001123,C,00X,NU,,,-1.0,1980-08-01,1985-04-28
303,001123,C,01,NU,,,-1.0,1986-12-20,2001-11-30
304,001123,C,01,LU,85105.0,7521.0,1.0,1985-04-29,1986-12-19
305,001124,C,00X,NU,,,-1.0,1961-12-01,1962-01-30
306,001124,P,01,NU,,,-1.0,1962-01-31,1972-12-13
307,001124,P,01,NU,,,-1.0,1988-03-25,1988-05-31
308,001124,P,01,LU,10787.0,73.0,1.0,1972-12-14,1988-03-24
309,001124,J,02,NU,,,-1.0,1982-01-29,1988-05-31
310,001125,C,00X,NU,,,-1.0,1980-08-01,1984-04-25
311,001125,P,01,LU,10795.0,7002.0,1.0,1984-04-26,1985-08-30
312,001125,C,99X,NU,,,-1.0,1985-08-31,1991-04-30
313,001126,C,00X,LU,10808.0,62.0,1.0,1973-06-01,1978-01-30
314,001126,C,01,NU,,,-1.0,1990-06-20,
315,001126,C,01,LU,10808.0,62.0,1.0,1978-01-31,1990-06-19
316,001128,C,00X,NU,,,-1.0,1983-01-01,1984-10-01
317,001128,P,01,LU,85113.0,7245.0,1.0,1984-10-02,1995-01-31
318,001129,C,00X,NU,,,-1.0,1979-07-01,1981-12-09
319,001129,P,01,LU,10816.0,5232.0,1.0,1981-12-10,1983-08-31
320,001130,C,00X,NU,,,-1.0,1980-12-01,1984-06-14
321,001130,C,01,NU,,,-1.0,1987-06-11,1988-09-30
322,001130,C,01,LU,10824.0,7087.0,1.0,1984-06-15,1987-06-10
323,001131,C,00X,NU,,,-1.0,1961-01-01,1970-09-29
324,001131,P,01,NU,,,-1.0,1970-09-30,1972-12-13
325,001131,P,01,LU,10832.0,22229.0,1.0,1972-12-14,1973-07-31
326,001133,C,00X,LU,22488.0,23147.0,1.0,1950-01-01,1962-01-30
327,001133,P,01,LU,22488.0,23147.0,1.0,1962-01-31,1974-04-30
328,001134,C,00X,NU,,,-1.0,1973-01-01,1978-01-30
329,001134,P,01,LU,10859.0,60.0,1.0,1978-01-31,1978-10-31
330,001135,C,00X,NR,,,-1.0,1970-01-01,1972-01-30
331,001135,P,01,NU,,,-1.0,1972-01-31,1973-11-25
332,001135,P,01,LU,57461.0,25571.0,1.0,1973-11-26,1985-11-29
333,001137,C,00X,NU,,,-1.0,1973-09-01,1980-12-04
334,001137,P,01,LU,10867.0,76.0,1.0,1980-12-05,1995-10-31
335,001138,C,00X,NU,,,-1.0,1962-01-01,1968-01-30
336,001138,P,01,NU,,,-1.0,1968-01-31,1972-12-13
337,001138,P,01,LU,10875.0,347.0,1.0,1972-12-14,1996-01-31
338,001139,C,00X,LU,10891.0,54.0,1.0,1973-02-01,1978-01-30
339,001139,P,01,LU,10891.0,54.0,1.0,1978-01-31,1981-08-31
340,001140,C,00X,NU,,,-1.0,1981-01-01,1984-01-25
341,001140,C,01,NU,,,-1.0,1986-10-28,2006-01-31
342,001140,C,01,LU,10904.0,6815.0,1.0,1984-01-26,1986-10-27
343,001141,C,00X,LU,10912.0,55.0,1.0,1973-04-01,1978-01-30
344,001141,C,01,NU,,,-1.0,1991-07-04,2005-03-31
345,001141,C,01,LU,10912.0,55.0,1.0,1978-01-31,1991-07-03
346,001142,C,00X,NU,,,-1.0,1980-08-01,1982-01-28
347,001142,P,01,LU,46624.0,2454.0,1.0,1982-01-29,1986-09-30
348,001142,C,99X,NU,,,-1.0,1986-10-01,1990-07-31
349,001143,C,00X,NU,,,-1.0,1981-11-01,1984-05-09
350,001143,P,01,LU,78523.0,27331.0,1.0,1984-05-10,1985-03-29
351,001143,C,99X,NU,,,-1.0,1985-03-30,1990-07-31
352,001145,C,00X,LU,65840.0,78.0,1.0,1976-11-01,1980-07-30
353,001145,P,01,LU,65840.0,78.0,1.0,1980-07-31,1987-12-31
354,001146,C,00X,NU,,,-1.0,1971-04-01,1972-11-29
355,001146,P,01,NU,,,-1.0,1972-11-30,1972-12-13
356,001146,P,01,NU,,,-1.0,1981-04-15,1982-12-31
357,001146,P,01,LU,10971.0,77.0,1.0,1972-12-14,1981-04-14
358,001147,C,00X,NU,,,-1.0,1974-01-01,1979-01-30
359,001147,P,01,NU,,,-1.0,1987-10-24,1988-01-29
360,001147,P,01,LU,10990.0,410.0,1.0,1979-01-31,1987-10-23
361,001148,C,00X,NU,,,-1.0,1980-10-01,1980-11-20
362,001148,P,01,LU,64514.0,420.0,1.0,1980-11-21,2001-02-28
363,001150,C,00X,NU,,,-1.0,1960-01-01,1966-04-28
364,001150,P,01,LU,28716.0,23566.0,1.0,1966-04-29,1984-11-30
365,001151,C,00X,NU,,,-1.0,1983-05-01,1984-03-21
366,001151,P,01,LU,10998.0,6943.0,1.0,1984-03-22,1996-12-31
367,001153,C,00X,NU,,,-1.0,1960-01-01,1962-01-30
368,001153,P,01,NU,,,-1.0,1962-01-31,1962-07-01
369,001153,P,01,LU,28724.0,23567.0,1.0,1962-07-02,1983-01-31
370,001154,C,00X,NU,,,-1.0,1975-05-01,1985-05-09
371,001154,P,01,NU,,,-1.0,2003-12-24,2006-01-31
372,001154,P,01,LU,85164.0,7538.0,1.0,1985-05-10,2003-12-23
373,001155,C,00X,NU,,,-1.0,1973-03-01,1975-06-29
374,001155,C,01,NU,,,-1.0,1993-07-31,2003-05-30
375,001155,C,01,LU,11010.0,87.0,1.0,1975-06-30,1993-07-30
376,001156,C,00X,NU,,,-1.0,1967-01-01,1967-12-28
377,001156,P,01,NU,,,-1.0,1967-12-29,1968-10-16
378,001156,P,01,LU,46973.0,24915.0,1.0,1968-10-17,1975-06-30
379,001156,C,99X,NU,,,-1.0,1975-07-01,1975-12-31
380,001157,C,00X,NU,,,-1.0,1949-08-01,1962-01-30
381,001157,P,01,NU,,,-1.0,1962-01-31,1962-07-01
382,001157,P,01,LU,28732.0,23568.0,1.0,1962-07-02,1972-10-31
383,001159,C,00X,NU,,,-1.0,1960-01-01,1966-01-30
384,001159,P,01,NU,,,-1.0,1986-09-06,1986-10-31
385,001159,P,01,LU,28740.0,23569.0,1.0,1966-01-31,1986-09-05
